year,month,geography,record_count,burned_acres,named_record_count,records_with_coordinates,certified_or_final_count,source_id,source_scope,coverage_tier,coverage_status,calendar_window_complete,provisional,comparable_over_time,causal_smoke_attribution
1993,12,United States,2097,26849,297,2097,2097,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,1,United States,3270,51288,366,3270,3270,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,2,United States,5793,95127,404,5793,5793,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,3,United States,11364,218106,992,11364,11364,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,4,United States,9560,216948,1588,9560,9560,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,5,United States,6907,118167,1750,6907,6907,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,6,United States,6275,738405,3223,6275,6275,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,7,United States,11880,1229471,6450,11880,11880,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,8,United States,8738,1073325,4629,8738,8738,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,9,United States,5128,244367,2750,5128,5128,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,10,United States,2632,34387,1096,2632,2632,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,11,United States,2964,70880,695,2964,2964,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1994,12,United States,1421,25113,245,1421,1421,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,1,United States,1472,24136,184,1472,1472,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,2,United States,6006,116568,776,6006,6006,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,3,United States,10298,136958,1604,10298,10298,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,4,United States,10085,185408,2117,10085,10085,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,5,United States,5662,66843,1805,5662,5662,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,6,United States,5137,205561,3288,5137,5137,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,7,United States,8315,588571,5595,8315,8315,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,8,United States,7057,312088,4444,7057,7057,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,9,United States,7100,237626,3984,7100,7100,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,10,United States,4095,109870,1904,4095,4095,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,11,United States,3038,43943,1096,3038,3038,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1995,12,United States,3175,21981,479,3175,3175,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,1,United States,3236,69062,546,3236,3236,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,2,United States,10631,379783,1707,10631,10631,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,3,United States,9605,263742,2298,9605,9605,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,4,United States,10033,381754,3612,10033,10033,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,5,United States,6591,215159,3023,6591,6591,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,6,United States,6137,879185,4415,6137,6137,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,7,United States,9696,885308,7411,9696,9696,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,8,United States,9034,2502745,7713,9034,9034,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,9,United States,3838,224569,2923,3838,3838,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,10,United States,3219,163117,1793,3219,3219,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,11,United States,1926,17604,688,1926,1926,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1996,12,United States,1615,22807,314,1615,1615,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,1,United States,2638,36166,410,2638,2638,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,2,United States,3620,87618,850,3620,3620,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,3,United States,8027,226795,2033,8027,8027,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,4,United States,10018,139046,3165,10018,10018,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,5,United States,6759,119353,3612,6759,6759,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,6,United States,4320,1651071,3132,4320,4320,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,7,United States,7581,535371,5914,7581,7581,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,8,United States,6019,233170,4354,6019,6019,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,9,United States,5878,73407,2723,5878,5878,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,10,United States,3698,104727,1242,3698,3698,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,11,United States,1537,17061,598,1537,1537,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1997,12,United States,1347,7784,373,1347,1347,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,1,United States,1290,9102,291,1290,1290,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,2,United States,2803,34634,567,2803,2803,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,3,United States,6752,101542,1683,6752,6752,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,4,United States,7618,122041,2689,7618,7618,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,5,United States,4732,201835,1976,4732,4732,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,6,United States,7347,421299,2843,7347,7347,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,7,United States,10190,402966,6639,10190,10190,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,8,United States,8861,426244,6211,8861,8861,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,9,United States,6370,132943,3425,6370,6370,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,10,United States,5327,91423,2201,5327,5327,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,11,United States,4175,45455,1404,4175,4175,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1998,12,United States,2891,26459,925,2891,2891,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,1,United States,3387,23282,759,3387,3387,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,2,United States,6213,92930,1211,6213,6213,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,3,United States,10902,230738,2760,10902,10902,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,4,United States,10520,351829,3451,10520,10520,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,5,United States,6192,260036,2651,6192,6192,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,6,United States,5990,1036906,3985,5990,5990,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,7,United States,7179,648319,5516,7179,7179,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,8,United States,12424,2352398,7464,12424,12424,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,9,United States,9195,334268,3115,9195,9195,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,10,United States,5797,384335,2292,5797,5797,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,11,United States,7410,353804,2423,7410,7410,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
1999,12,United States,4141,68102,998,4141,4141,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,1,United States,5109,76520,2334,5109,5109,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,2,United States,10466,298995,4062,10466,10466,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,3,United States,11518,299395,4964,11518,11518,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,4,United States,8106,239649,3833,8106,8106,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,5,United States,8025,347367,4171,8025,8025,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,6,United States,8181,1215009,5498,8181,8181,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,7,United States,11927,2335084,8198,11927,11927,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,8,United States,13446,2013240,9317,13446,13446,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,9,United States,6516,557228,3488,6516,6516,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,10,United States,7451,224824,2935,7451,7451,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,11,United States,3185,126366,1321,3185,3185,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2000,12,United States,2466,42013,1150,2466,2466,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,1,United States,5448,68217,2808,5448,5448,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,2,United States,6643,158487,2827,6643,6643,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,3,United States,6705,100464,2869,6705,6705,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,4,United States,10047,202630,4092,10047,10047,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,5,United States,9009,293338,4563,9009,9009,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,6,United States,6202,482685,4555,6202,6202,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,7,United States,9874,527365,8032,9874,9874,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,8,United States,8155,1429584,6356,8155,8155,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,9,United States,4931,162353,3916,4931,4931,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,10,United States,6690,137093,3801,6690,6690,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,11,United States,10384,245016,4841,10384,10384,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2001,12,United States,2913,29168,1501,2913,2913,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,1,United States,3682,26374,1690,3682,3682,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,2,United States,10218,149039,4606,10218,10218,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,3,United States,9090,223683,4091,9090,9090,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,4,United States,8770,223961,4315,8770,8770,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,5,United States,7445,1041792,4074,7445,7445,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,6,United States,6830,2017777,4967,6830,6830,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,7,United States,10678,2558572,8278,10678,10678,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,8,United States,8559,386689,5722,8559,8559,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,9,United States,4891,127613,2730,4891,4891,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,10,United States,1981,12015,1361,1981,1981,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,11,United States,2352,36168,1252,2352,2352,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2002,12,United States,1632,20460,676,1632,1632,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,1,United States,4197,38689,1079,4197,4197,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,2,United States,2906,43988,748,2906,2906,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,3,United States,6740,99227,1996,6740,6740,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,4,United States,9883,289165,2950,9883,9883,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,5,United States,5182,144435,2162,5182,5182,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,6,United States,5288,963358,3631,5288,5288,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,7,United States,10433,845057,8176,10433,10433,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,8,United States,8982,1066247,7133,8982,8982,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,9,United States,4459,133382,3063,4459,4459,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,10,United States,4604,832072,2307,4604,4604,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,11,United States,3178,35296,1219,3178,3178,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2003,12,United States,2423,20272,1024,2423,2423,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,1,United States,3696,34025,1328,3696,3696,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,2,United States,4308,68231,1570,4308,4308,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,3,United States,12604,212947,3897,12604,12604,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,4,United States,11409,183585,4285,11409,11409,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,5,United States,5501,189211,3022,5501,5501,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,6,United States,7051,5140062,5504,7051,7051,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,7,United States,8352,1848146,6630,8352,8352,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,8,United States,6865,397235,5516,6865,6865,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,9,United States,3471,70382,2175,3471,3471,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,10,United States,2088,76378,1060,2088,2088,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,11,United States,2015,11799,642,2015,2015,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2004,12,United States,2010,16570,933,2010,2010,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,1,United States,3950,36043,1082,3950,3950,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,2,United States,5082,49862,1615,5082,5082,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,3,United States,10383,170702,3106,10383,10383,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,4,United States,12923,149824,3925,12923,12923,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,5,United States,6576,456230,2703,6576,6576,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,6,United States,6778,3857552,3981,6778,6778,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,7,United States,10413,2815677,6807,10413,10413,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,8,United States,8884,1221715,5623,8884,8884,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,9,United States,8025,295739,3690,8025,8025,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,10,United States,6219,103012,2153,6219,6219,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,11,United States,8159,356019,2517,8159,8159,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2005,12,United States,5529,198473,1400,5529,5529,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,1,United States,9911,570919,2196,9911,9911,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,2,United States,8429,189642,1790,8429,8429,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,3,United States,19001,1608323,3065,19001,19001,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,4,United States,16027,442438,3840,16027,16027,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,5,United States,8717,413951,3332,8717,8717,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,6,United States,11470,1275777,5746,11470,11470,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,7,United States,16172,2504819,9573,16172,16172,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,8,United States,11460,2187754,6952,11460,11460,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,9,United States,5280,683344,2767,5280,5280,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,10,United States,4643,79469,1863,4643,4643,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,11,United States,3273,50945,1002,3273,3273,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2006,12,United States,3560,75444,736,3560,3560,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,1,United States,3423,31537,875,3423,3423,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,2,United States,8538,158507,1928,8538,8538,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,3,United States,14281,274561,4160,14281,14281,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,4,United States,10789,577556,3304,10789,10789,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,5,United States,10752,530790,3971,10752,10752,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
2007,6,United States,8921,481274,4639,8921,8921,usfs-fpa-fod-1992-2020,deduplicated final reported wildfire occurrences,all_reported_occurrences,deduplicated_source_release,true,false,false,false
