zcta,name,state,population_2020,latitude,longitude,grid_distance_km,smoke_days_aqi101_equiv,mean_smoke_pm25_ug_m3,population_days
25054,ZCTA5 25054,WV,225,38.11053,-81.48849,0.854,0,1.176,0
25057,ZCTA5 25057,WV,264,38.120375,-81.253436,5.532,0,1.187,0
25059,ZCTA5 25059,WV,424,38.218898,-81.202065,5.379,0,1.157,0
25060,ZCTA5 25060,WV,207,37.947329,-81.430769,8.196,0,1.219,0
25061,ZCTA5 25061,WV,681,38.174553,-81.439835,7.463,0,1.176,0
25062,ZCTA5 25062,WV,165,37.879656,-81.433199,10.201,0,1.202,0
25063,ZCTA5 25063,WV,1417,38.566987,-80.927649,7.61,0,1.183,0
25064,ZCTA5 25064,WV,9229,38.377039,-81.749365,8.432,0,1.192,0
25067,ZCTA5 25067,WV,913,38.201538,-81.442935,6.42,0,1.172,0
25070,ZCTA5 25070,WV,1873,38.545893,-81.931647,6.595,0,1.179,0
25071,ZCTA5 25071,WV,10505,38.462502,-81.466853,8.483,0,1.192,0
25075,ZCTA5 25075,WV,602,38.060156,-81.405127,9.147,0,1.176,0
25076,ZCTA5 25076,WV,279,37.865016,-81.94217,3.234,0,1.199,0
25081,ZCTA5 25081,WV,1211,38.07389,-81.752306,9.174,0,1.196,0
25082,ZCTA5 25082,WV,1988,38.604207,-82.031043,8.891,0,1.143,0
25083,ZCTA5 25083,WV,475,38.069889,-81.367758,6.229,0,1.187,0
25085,ZCTA5 25085,WV,650,38.172682,-81.20548,8.042,0,1.157,0
25086,ZCTA5 25086,WV,792,38.203982,-81.41735,6.585,0,1.172,0
25088,ZCTA5 25088,WV,100,38.398602,-81.208823,3.166,0,1.196,0
25090,ZCTA5 25090,WV,238,38.155129,-81.221003,9.036,0,1.157,0
25093,ZCTA5 25093,WV,159,37.98311,-81.669642,3.445,0,1.196,0
25102,ZCTA5 25102,WV,265,38.191015,-81.374818,9.723,0,1.172,0
25103,ZCTA5 25103,WV,358,38.180605,-81.380862,10.359,0,1.172,0
25106,ZCTA5 25106,WV,518,38.788509,-82.111081,4.309,0,1.152,0
25107,ZCTA5 25107,WV,552,38.229749,-81.621635,6.553,0,1.176,0
25108,ZCTA5 25108,WV,599,37.973583,-81.881188,6.379,0,1.166,0
25109,ZCTA5 25109,WV,527,38.526763,-81.851908,9.916,0,1.179,0
25110,ZCTA5 25110,WV,436,38.21843,-81.314979,4.788,0,1.157,0
25111,ZCTA5 25111,WV,480,38.352883,-81.128837,7.675,0,1.182,0
25112,ZCTA5 25112,WV,245,38.380263,-81.767141,7.885,0,1.192,0
25113,ZCTA5 25113,WV,763,38.553289,-81.046273,8.367,0,1.174,0
25114,ZCTA5 25114,WV,530,37.987318,-81.786336,7.678,0,1.196,0
25115,ZCTA5 25115,WV,77,38.122192,-81.182251,9.188,0,1.174,0
25118,ZCTA5 25118,WV,474,38.11166,-81.305965,2.84,0,1.187,0
25119,ZCTA5 25119,WV,367,38.041381,-81.276256,5.433,0,1.187,0
25121,ZCTA5 25121,WV,899,37.916211,-81.897277,3.706,0,1.199,0
25123,ZCTA5 25123,WV,3287,38.730175,-81.900044,5.355,0,1.153,0
25124,ZCTA5 25124,WV,1219,38.621093,-81.764505,3.151,0,1.152,0
25125,ZCTA5 25125,WV,878,38.311679,-81.21523,6.841,0,1.196,0
25126,ZCTA5 25126,WV,170,38.202733,-81.372678,8.874,0,1.172,0
25130,ZCTA5 25130,WV,3437,38.032993,-81.752257,5.673,0,1.196,0
25132,ZCTA5 25132,WV,273,38.293532,-81.344598,9.504,0,1.172,0
25133,ZCTA5 25133,WV,711,38.477604,-81.142927,5.684,0,1.183,0
25134,ZCTA5 25134,WV,494,38.16283,-81.490556,5.255,0,1.176,0
25136,ZCTA5 25136,WV,1366,38.150045,-81.327349,7.456,0,1.187,0
25139,ZCTA5 25139,WV,245,38.137587,-81.291439,5.72,0,1.187,0
25140,ZCTA5 25140,WV,939,37.839893,-81.498515,5.182,0,1.195,0
25141,ZCTA5 25141,WV,218,38.630175,-81.024705,5.207,0,1.183,0
25142,ZCTA5 25142,WV,345,38.153554,-81.729882,5.849,0,1.184,0
25143,ZCTA5 25143,WV,8792,38.417874,-81.819479,6.29,0,1.18,0
25148,ZCTA5 25148,WV,314,38.045655,-81.561762,8.914,0,1.171,0
25149,ZCTA5 25149,WV,245,37.949155,-81.771997,8.581,0,1.196,0
25152,ZCTA5 25152,WV,306,38.058182,-81.250701,5.336,0,1.187,0
25154,ZCTA5 25154,WV,778,38.120576,-81.713325,5.13,0,1.184,0
25156,ZCTA5 25156,WV,59,38.1837,-81.338276,8.397,0,1.157,0
25159,ZCTA5 25159,WV,4777,38.523611,-81.788899,7.126,0,1.18,0
25160,ZCTA5 25160,WV,238,38.282203,-81.272662,5.911,0,1.157,0
25161,ZCTA5 25161,WV,489,38.052784,-81.318726,4.105,0,1.187,0
25162,ZCTA5 25162,WV,483,38.207558,-81.387342,7.608,0,1.172,0
25164,ZCTA5 25164,WV,1136,38.509184,-81.204946,1.798,0,1.183,0
25165,ZCTA5 25165,WV,566,38.146044,-81.649422,1.262,0,1.184,0
25168,ZCTA5 25168,WV,2280,38.560349,-81.87985,8.757,0,1.153,0
25169,ZCTA5 25169,WV,395,38.172935,-81.786975,5.165,0,1.2,0
25173,ZCTA5 25173,WV,304,38.091155,-81.229776,6.152,0,1.187,0
25174,ZCTA5 25174,WV,408,37.865661,-81.410962,7.928,0,1.202,0
25177,ZCTA5 25177,WV,22870,38.367284,-81.848331,6.493,0,1.192,0
25180,ZCTA5 25180,WV,103,37.79026,-81.436267,5.509,0,1.202,0
25181,ZCTA5 25181,WV,1503,38.04929,-81.6412,7.4,0,1.196,0
25183,ZCTA5 25183,WV,83,37.914015,-81.790064,7.678,0,1.2,0
25185,ZCTA5 25185,WV,1093,38.235187,-81.238016,2.189,0,1.157,0
25186,ZCTA5 25186,WV,756,38.182342,-81.271112,5.324,0,1.157,0
25187,ZCTA5 25187,WV,690,38.731665,-82.014332,9.291,0,1.152,0
25193,ZCTA5 25193,WV,311,38.03546,-81.507099,7.035,0,1.171,0
25201,ZCTA5 25201,WV,111,38.335613,-81.490465,9.393,0,1.172,0
25202,ZCTA5 25202,WV,1445,38.316375,-81.859088,4.343,0,1.192,0
25203,ZCTA5 25203,WV,107,38.015993,-81.882308,1.662,0,1.166,0
25204,ZCTA5 25204,WV,166,37.925321,-81.61456,9.911,0,1.171,0
25205,ZCTA5 25205,WV,246,38.019561,-81.77933,7.154,0,1.196,0
25206,ZCTA5 25206,WV,305,37.997807,-81.695777,0.643,0,1.196,0
25208,ZCTA5 25208,WV,779,37.836513,-81.639765,7.387,0,1.195,0
25209,ZCTA5 25209,WV,953,37.952958,-81.519894,2.218,0,1.171,0
25211,ZCTA5 25211,WV,109,38.46869,-80.88841,6.071,0,1.189,0
25213,ZCTA5 25213,WV,6214,38.512665,-81.913304,4.481,0,1.179,0
25214,ZCTA5 25214,WV,477,38.185826,-81.542914,9.419,0,1.176,0
25234,ZCTA5 25234,WV,939,38.808318,-81.133343,2.17,0,1.169,0
25235,ZCTA5 25235,WV,983,38.669527,-81.0895,5.208,0,1.18,0
25239,ZCTA5 25239,WV,1674,38.832355,-81.851692,6.771,0,1.153,0
25241,ZCTA5 25241,WV,1668,38.787975,-81.810031,6.382,0,1.153,0
25243,ZCTA5 25243,WV,924,38.686717,-81.479468,4.649,0,1.145,0
25244,ZCTA5 25244,WV,680,38.767566,-81.550872,6.321,0,1.145,0
25245,ZCTA5 25245,WV,916,38.69742,-81.755385,7.44,0,1.151,0
25247,ZCTA5 25247,WV,487,39.005944,-82.006294,6.722,0,1.137,0
25248,ZCTA5 25248,WV,2849,38.644268,-81.613862,9.38,0,1.183,0
25251,ZCTA5 25251,WV,491,38.620525,-81.236323,8.789,0,1.18,0
25252,ZCTA5 25252,WV,1089,38.950961,-81.511175,8.615,0,1.166,0
25253,ZCTA5 25253,WV,1943,38.921064,-81.96149,6.607,0,1.137,0
25259,ZCTA5 25259,WV,770,38.673527,-81.251759,7.107,0,1.162,0
25260,ZCTA5 25260,WV,1404,39.002663,-82.034061,6.066,0,1.137,0
25261,ZCTA5 25261,WV,254,38.821662,-81.080487,3.333,0,1.169,0
25262,ZCTA5 25262,WV,771,38.907802,-81.826041,2.109,0,1.155,0
25264,ZCTA5 25264,WV,404,38.859864,-81.893884,7.866,0,1.155,0
25265,ZCTA5 25265,WV,1457,38.986622,-81.957737,7.524,0,1.137,0
25266,ZCTA5 25266,WV,658,38.605979,-81.162321,6.027,0,1.18,0
25267,ZCTA5 25267,WV,658,38.833618,-80.940906,6.973,0,1.185,0
25268,ZCTA5 25268,WV,593,38.724569,-81.075815,9.104,0,1.169,0
25270,ZCTA5 25270,WV,849,38.867314,-81.426972,4.388,0,1.149,0
25271,ZCTA5 25271,WV,8893,38.78851,-81.692539,4.602,0,1.151,0
25275,ZCTA5 25275,WV,2087,38.921509,-81.610584,5.554,0,1.149,0
25276,ZCTA5 25276,WV,7226,38.78208,-81.328692,6.332,0,1.159,0
25285,ZCTA5 25285,WV,703,38.539656,-81.101556,7.817,0,1.183,0
25286,ZCTA5 25286,WV,1407,38.615199,-81.407985,8.444,0,1.201,0
25287,ZCTA5 25287,WV,1376,38.954715,-82.051426,2.035,0,1.137,0
25301,ZCTA5 25301,WV,2908,38.350719,-81.630359,6.921,0,1.176,0
25302,ZCTA5 25302,WV,14307,38.393184,-81.59547,4.321,0,1.195,0
25303,ZCTA5 25303,WV,6946,38.359561,-81.68613,9.442,0,1.176,0
25304,ZCTA5 25304,WV,8466,38.305998,-81.593194,3.514,0,1.176,0
25305,ZCTA5 25305,WV,8,38.337629,-81.612742,5.594,0,1.176,0
25306,ZCTA5 25306,WV,6493,38.312523,-81.49944,7.626,0,1.172,0
25309,ZCTA5 25309,WV,13146,38.308648,-81.749531,5.31,0,1.192,0
25311,ZCTA5 25311,WV,9487,38.366863,-81.557035,7.755,0,1.195,0
25312,ZCTA5 25312,WV,8823,38.448403,-81.659346,6.352,0,1.195,0
25313,ZCTA5 25313,WV,12546,38.419315,-81.766453,4.646,0,1.18,0
25314,ZCTA5 25314,WV,14673,38.308083,-81.640254,2.471,0,1.176,0
25315,ZCTA5 25315,WV,3016,38.222282,-81.560337,9.379,0,1.176,0
25320,ZCTA5 25320,WV,5447,38.539851,-81.633191,8.055,0,1.183,0
25401,ZCTA5 25401,WV,15086,39.457168,-77.972428,4.034,0,1.02,0
25403,ZCTA5 25403,WV,15316,39.47485,-78.01164,2.08,0,1.02,0
25404,ZCTA5 25404,WV,23034,39.489919,-77.896363,9.154,0,0.975,0
25405,ZCTA5 25405,WV,14294,39.409182,-77.961535,7.291,0,1.02,0
25411,ZCTA5 25411,WV,12367,39.548748,-78.22147,6.525,0,1.052,0
25413,ZCTA5 25413,WV,9299,39.310588,-78.055948,0.882,0,1.009,0
25414,ZCTA5 25414,WV,19541,39.241794,-77.864849,4.503,0,0.989,0
25419,ZCTA5 25419,WV,11781,39.58288,-77.885136,7.852,0,0.994,0
25420,ZCTA5 25420,WV,4402,39.381565,-78.115041,8.575,0,1.009,0
25422,ZCTA5 25422,WV,1634,39.544988,-78.354289,3.54,0,1.028,0
25425,ZCTA5 25425,WV,13389,39.306662,-77.773034,9.421,0,1.001,0
25427,ZCTA5 25427,WV,16219,39.520704,-78.085289,9.05,0,1.02,0
25428,ZCTA5 25428,WV,12749,39.380635,-78.02221,8.131,0,1.009,0
25430,ZCTA5 25430,WV,8343,39.327184,-77.937916,7.155,0,0.989,0
25431,ZCTA5 25431,WV,322,39.483762,-78.574312,8.136,0,1.072,0
25432,ZCTA5 25432,WV,100,39.30637,-77.782986,8.907,0,0.989,0
25434,ZCTA5 25434,WV,2382,39.439747,-78.461107,6.695,0,1.044,0
25437,ZCTA5 25437,WV,519,39.427797,-78.570489,4.037,0,1.072,0
25438,ZCTA5 25438,WV,7090,39.323441,-77.864008,5.008,0,0.989,0
25442,ZCTA5 25442,WV,2080,39.372847,-77.832749,5.497,0,0.975,0
25443,ZCTA5 25443,WV,7852,39.43709,-77.814455,2.457,0,0.975,0
25444,ZCTA5 25444,WV,498,39.412854,-78.523889,7.91,0,1.072,0
25446,ZCTA5 25446,WV,1373,39.241588,-77.953405,7.587,0,0.989,0
25501,ZCTA5 25501,WV,1092,38.153876,-81.969643,7.49,0,1.179,0
25502,ZCTA5 25502,WV,1062,38.656399,-82.117158,1.396,0,1.143,0
25503,ZCTA5 25503,WV,807,38.612591,-82.120957,5.668,0,1.143,0
25504,ZCTA5 25504,WV,12972,38.37643,-82.270031,8.203,0,1.208,0
25505,ZCTA5 25505,WV,376,38.012295,-82.03119,6.014,0,1.168,0
25506,ZCTA5 25506,WV,5019,38.20472,-82.18702,3.615,0,1.192,0
25507,ZCTA5 25507,WV,1102,38.395292,-82.562736,4.365,0,1.181,0
25508,ZCTA5 25508,WV,8930,37.96394,-82.021969,8.708,0,1.173,0
25510,ZCTA5 25510,WV,5191,38.382296,-82.082999,8.055,0,1.179,0
25511,ZCTA5 25511,WV,922,38.051218,-82.33503,8.736,0,1.166,0
25512,ZCTA5 25512,WV,1066,38.184727,-82.327271,10.12,0,1.189,0
25514,ZCTA5 25514,WV,3950,38.10029,-82.528676,8.703,0,1.147,0
25515,ZCTA5 25515,WV,2062,38.756623,-82.146875,8.828,0,1.152,0
25517,ZCTA5 25517,WV,1810,38.108318,-82.443129,1.491,0,1.164,0
25520,ZCTA5 25520,WV,1443,38.561148,-82.182864,6.137,0,1.16,0
25521,ZCTA5 25521,WV,1019,38.220145,-81.999339,3.18,0,1.179,0
25523,ZCTA5 25523,WV,2620,38.278729,-82.049132,8.624,0,1.179,0
25524,ZCTA5 25524,WV,3437,38.021624,-82.117351,6.255,0,1.168,0
25526,ZCTA5 25526,WV,22578,38.394449,-81.991307,5.36,0,1.195,0
25529,ZCTA5 25529,WV,915,38.152577,-81.846879,2.41,0,1.2,0
25530,ZCTA5 25530,WV,5721,38.357487,-82.579994,7.829,0,1.168,0
25534,ZCTA5 25534,WV,174,38.08441,-82.275024,2.503,0,1.166,0
25535,ZCTA5 25535,WV,2249,38.308556,-82.434844,6.551,0,1.189,0
25537,ZCTA5 25537,WV,1818,38.533383,-82.281971,3.772,0,1.168,0
25540,ZCTA5 25540,WV,285,38.182609,-82.156471,7.205,0,1.192,0
25541,ZCTA5 25541,WV,9364,38.480587,-82.130164,4.235,0,1.16,0
25545,ZCTA5 25545,WV,4682,38.458992,-82.21744,9.494,0,1.16,0
25547,ZCTA5 25547,WV,545,37.916034,-81.965478,5.157,0,1.199,0
25550,ZCTA5 25550,WV,8432,38.863326,-82.067437,6.503,0,1.152,0
25555,ZCTA5 25555,WV,2073,38.213895,-82.549634,8.472,0,1.168,0
25557,ZCTA5 25557,WV,1320,38.105855,-82.17198,6.843,0,1.166,0
25559,ZCTA5 25559,WV,2095,38.324948,-82.229139,7.278,0,1.179,0
25560,ZCTA5 25560,WV,9215,38.444116,-81.90173,6.895,0,1.179,0
25564,ZCTA5 25564,WV,1213,38.272173,-81.900988,9.459,0,1.192,0
25565,ZCTA5 25565,WV,668,38.102343,-81.964488,9.97,0,1.168,0
25567,ZCTA5 25567,WV,894,38.218742,-81.870561,5.392,0,1.2,0
25570,ZCTA5 25570,WV,5898,38.218907,-82.425211,5.279,0,1.189,0
25571,ZCTA5 25571,WV,1999,38.313487,-82.155816,7.005,0,1.179,0
25573,ZCTA5 25573,WV,798,38.232184,-81.941102,8.29,0,1.179,0
25601,ZCTA5 25601,WV,4642,37.862762,-82.009263,8.392,0,1.199,0
25606,ZCTA5 25606,WV,1060,37.764964,-81.820417,6.838,0,1.215,0
25607,ZCTA5 25607,WV,846,37.784917,-81.784145,7.764,0,1.215,0
25608,ZCTA5 25608,WV,1000,37.574102,-81.889362,6.949,0,1.18,0
25611,ZCTA5 25611,WV,689,37.688752,-81.840779,6.58,0,1.215,0
25617,ZCTA5 25617,WV,250,37.716327,-81.798498,2.147,0,1.215,0
25621,ZCTA5 25621,WV,2104,37.625722,-81.941691,5.17,0,1.218,0
25624,ZCTA5 25624,WV,396,37.899691,-81.981116,5.612,0,1.199,0
25625,ZCTA5 25625,WV,1528,37.819366,-82.081222,7.105,0,1.215,0
25628,ZCTA5 25628,WV,478,37.768114,-81.862466,8.575,0,1.209,0
25630,ZCTA5 25630,WV,523,37.78837,-81.693967,8.716,0,1.2,0
25632,ZCTA5 25632,WV,740,37.729684,-81.924067,3.189,0,1.209,0
25634,ZCTA5 25634,WV,1457,37.73224,-81.849777,6.908,0,1.215,0
25635,ZCTA5 25635,WV,1203,37.709422,-81.888114,7.067,0,1.209,0
25637,ZCTA5 25637,WV,983,37.86182,-82.029513,8.691,0,1.173,0
25638,ZCTA5 25638,WV,758,37.758843,-81.990584,3.501,0,1.209,0
25639,ZCTA5 25639,WV,579,37.881407,-81.955067,3.24,0,1.199,0
25644,ZCTA5 25644,WV,441,37.704742,-82.022096,7.344,0,1.209,0
25646,ZCTA5 25646,WV,677,37.847377,-81.884159,5.422,0,1.199,0
25647,ZCTA5 25647,WV,608,37.78681,-81.984432,5.376,0,1.209,0
25649,ZCTA5 25649,WV,1273,37.875404,-82.09308,4.581,0,1.173,0
25650,ZCTA5 25650,WV,96,37.670367,-81.819109,6.398,0,1.215,0
25651,ZCTA5 25651,WV,969,37.601637,-81.987573,0.344,0,1.218,0
25652,ZCTA5 25652,WV,1472,37.790733,-82.045124,8.282,0,1.215,0
25653,ZCTA5 25653,WV,228,37.828265,-81.997678,9.556,0,1.199,0
25654,ZCTA5 25654,WV,139,37.795626,-81.873719,9.159,0,1.209,0
25661,ZCTA5 25661,WV,5162,37.736157,-82.273934,8.186,0,1.171,0
25666,ZCTA5 25666,WV,198,37.926751,-82.248845,3.544,0,1.169,0
25669,ZCTA5 25669,WV,689,37.931167,-82.426257,5.674,0,1.146,0
25670,ZCTA5 25670,WV,3417,37.721161,-82.158989,6.069,0,1.215,0
25671,ZCTA5 25671,WV,1450,37.883858,-82.191926,8.777,0,1.173,0
25672,ZCTA5 25672,WV,266,37.581336,-82.113087,7.474,0,1.215,0
25674,ZCTA5 25674,WV,2656,37.868833,-82.351577,8.098,0,1.171,0
25676,ZCTA5 25676,WV,1126,37.837733,-82.193056,8.76,0,1.215,0
25678,ZCTA5 25678,WV,1108,37.590312,-82.065222,6.612,0,1.218,0
25688,ZCTA5 25688,WV,376,37.621295,-82.119118,4.776,0,1.215,0
25690,ZCTA5 25690,WV,489,37.68978,-82.124445,7.927,0,1.215,0
25692,ZCTA5 25692,WV,1231,37.63629,-82.10982,5.56,0,1.215,0
25696,ZCTA5 25696,WV,1290,37.679034,-82.115913,7.425,0,1.215,0
25699,ZCTA5 25699,WV,130,37.961653,-82.33255,4.79,0,1.169,0
25701,ZCTA5 25701,WV,22342,38.365689,-82.40525,5.837,0,1.208,0
25702,ZCTA5 25702,WV,7223,38.434723,-82.314416,5.191,0,1.208,0
25703,ZCTA5 25703,WV,4950,38.424914,-82.418697,5.838,0,1.208,0
25704,ZCTA5 25704,WV,14975,38.30761,-82.487363,8.089,0,1.168,0
25705,ZCTA5 25705,WV,20552,38.404335,-82.36014,0.258,0,1.208,0
25801,ZCTA5 25801,WV,31369,37.822892,-81.266199,8.615,0,1.199,0
25810,ZCTA5 25810,WV,80,37.596798,-81.34926,8.706,0,1.206,0
25811,ZCTA5 25811,WV,148,37.562416,-81.296146,8.993,0,1.185,0
25812,ZCTA5 25812,WV,1589,38.181993,-81.122676,4.227,0,1.181,0
25813,ZCTA5 25813,WV,7017,37.763292,-81.097048,7.814,0,1.198,0
25817,ZCTA5 25817,WV,514,37.758442,-81.397501,5.062,0,1.202,0
25818,ZCTA5 25818,WV,486,37.86028,-81.191992,6.73,0,1.195,0
25820,ZCTA5 25820,WV,450,37.51519,-81.163849,9.45,0,1.189,0
25823,ZCTA5 25823,WV,1044,37.661591,-81.210671,4.203,0,1.21,0
25825,ZCTA5 25825,WV,2045,37.644279,-81.082973,5.905,0,1.212,0
25826,ZCTA5 25826,WV,345,37.574891,-81.356758,10.372,0,1.206,0
25827,ZCTA5 25827,WV,2077,37.739101,-81.254768,6.407,0,1.199,0
25831,ZCTA5 25831,WV,1464,37.959313,-80.930791,7.511,0,1.197,0
25832,ZCTA5 25832,WV,4487,37.715324,-81.118819,9.017,0,1.199,0
25836,ZCTA5 25836,WV,813,37.774901,-81.278805,7.487,0,1.199,0
25837,ZCTA5 25837,WV,380,38.049567,-81.011351,7.033,0,1.197,0
25839,ZCTA5 25839,WV,974,37.778207,-81.387207,2.685,0,1.202,0
25840,ZCTA5 25840,WV,7290,38.042891,-81.122665,1.596,0,1.174,0
25841,ZCTA5 25841,WV,536,37.560789,-81.092546,5.507,0,1.212,0
25843,ZCTA5 25843,WV,936,37.609609,-81.118411,6.098,0,1.212,0
25844,ZCTA5 25844,WV,1219,37.802201,-81.385713,0.975,0,1.202,0
25845,ZCTA5 25845,WV,674,37.69537,-81.525242,6.05,0,1.194,0
25846,ZCTA5 25846,WV,124,37.906679,-81.132685,2.191,0,1.195,0
25848,ZCTA5 25848,WV,329,37.72151,-81.424697,7.237,0,1.206,0
25849,ZCTA5 25849,WV,263,37.729977,-81.279707,8.806,0,1.199,0
25853,ZCTA5 25853,WV,224,37.640411,-81.312103,7.244,0,1.21,0
25854,ZCTA5 25854,WV,867,38.136747,-80.979861,8.042,0,1.18,0
25855,ZCTA5 25855,WV,340,37.936134,-81.155962,2.492,0,1.195,0
25857,ZCTA5 25857,WV,167,37.644491,-81.282312,4.858,0,1.21,0
25862,ZCTA5 25862,WV,244,38.085516,-81.061427,5.898,0,1.174,0
25864,ZCTA5 25864,WV,119,37.885488,-81.03777,5.536,0,1.203,0
25865,ZCTA5 25865,WV,1649,37.71154,-81.362406,7.463,0,1.206,0
25868,ZCTA5 25868,WV,408,38.070497,-80.967248,5.565,0,1.197,0
25870,ZCTA5 25870,WV,215,37.63038,-81.389874,3.569,0,1.206,0
25871,ZCTA5 25871,WV,922,37.769825,-81.210442,1.467,0,1.199,0
25873,ZCTA5 25873,WV,582,37.750066,-81.213823,2.887,0,1.199,0
25875,ZCTA5 25875,WV,567,37.679111,-81.460811,4.926,0,1.206,0
25876,ZCTA5 25876,WV,67,37.631101,-81.449139,4.36,0,1.206,0
25878,ZCTA5 25878,WV,1192,37.715436,-81.229778,6.906,0,1.199,0
25879,ZCTA5 25879,WV,203,37.982248,-81.105671,8.359,0,1.174,0
25880,ZCTA5 25880,WV,5340,37.879498,-81.199468,5.388,0,1.195,0
25882,ZCTA5 25882,WV,1746,37.632143,-81.393396,3.238,0,1.206,0
25901,ZCTA5 25901,WV,10338,37.950702,-81.11705,5.346,0,1.195,0
25902,ZCTA5 25902,WV,362,37.569827,-81.217459,6.536,0,1.21,0
25904,ZCTA5 25904,WV,675,37.926272,-81.284,5.061,0,1.219,0
25907,ZCTA5 25907,WV,120,37.856018,-81.086217,8.872,0,1.195,0
25908,ZCTA5 25908,WV,82,37.67532,-81.247167,5.488,0,1.21,0
25911,ZCTA5 25911,WV,250,37.758042,-81.167172,2.727,0,1.199,0
25913,ZCTA5 25913,WV,284,37.714061,-81.489465,9.286,0,1.206,0
25915,ZCTA5 25915,WV,275,37.590131,-81.29126,6.715,0,1.21,0
25916,ZCTA5 25916,WV,117,37.675614,-81.498056,7.832,0,1.206,0
25917,ZCTA5 25917,WV,1887,37.991178,-81.218263,10.196,0,1.195,0
25918,ZCTA5 25918,WV,4517,37.7532,-80.995641,2.057,0,1.198,0
25920,ZCTA5 25920,WV,211,37.688595,-81.33404,7.711,0,1.206,0
25921,ZCTA5 25921,WV,2663,37.672258,-81.31412,8.791,0,1.206,0
25922,ZCTA5 25922,WV,212,37.465967,-81.105042,1.916,0,1.189,0
25928,ZCTA5 25928,WV,405,37.563365,-81.33556,10.557,0,1.185,0
25932,ZCTA5 25932,WV,224,37.752011,-81.299569,8.525,0,1.202,0
25936,ZCTA5 25936,WV,34,37.926432,-81.033974,7.041,0,1.203,0
25938,ZCTA5 25938,WV,1403,38.153072,-81.046857,5.954,0,1.181,0
25942,ZCTA5 25942,WV,176,38.017861,-80.985353,4.395,0,1.197,0
25951,ZCTA5 25951,WV,5024,37.662049,-80.866432,6.173,0,1.221,0
25958,ZCTA5 25958,WV,633,38.022833,-80.75001,2.976,0,1.191,0
25962,ZCTA5 25962,WV,3273,37.986094,-80.798912,4.014,0,1.191,0
25969,ZCTA5 25969,WV,1177,37.617988,-81.001928,4.865,0,1.212,0
25971,ZCTA5 25971,WV,1072,37.477419,-80.977446,8.458,0,1.217,0
25972,ZCTA5 25972,WV,352,38.035716,-80.746126,4.445,0,1.191,0
25976,ZCTA5 25976,WV,2035,37.848997,-80.842768,4.344,0,1.193,0
25977,ZCTA5 25977,WV,62,37.797837,-80.906563,11.271,0,1.203,0
25978,ZCTA5 25978,WV,609,37.620672,-80.945014,8.839,0,1.205,0
25979,ZCTA5 25979,WV,744,37.510942,-80.913482,7.345,0,1.205,0
25981,ZCTA5 25981,WV,738,38.097064,-80.711079,4.717,0,1.204,0
25984,ZCTA5 25984,WV,1650,38.029233,-80.597366,7.363,0,1.197,0
25985,ZCTA5 25985,WV,384,37.783343,-80.813413,7.983,0,1.193,0
25989,ZCTA5 25989,WV,319,37.683993,-81.067636,7.935,0,1.198,0
26003,ZCTA5 26003,WV,40591,40.070163,-80.647242,6.646,1,1.35,40591
26030,ZCTA5 26030,WV,553,40.220216,-80.656268,5.356,1,1.387,553
26031,ZCTA5 26031,WV,1790,40.009395,-80.729265,9.104,1,1.292,1790
26032,ZCTA5 26032,WV,994,40.192393,-80.54047,1.312,1,1.347,994
26033,ZCTA5 26033,WV,2597,39.83024,-80.578022,8.917,1,1.301,2597
26034,ZCTA5 26034,WV,4451,40.598473,-80.552334,7.854,1,1.229,4451
26035,ZCTA5 26035,WV,2295,40.3449,-80.553539,5.397,1,1.366,2295
26036,ZCTA5 26036,WV,437,39.97772,-80.554299,8.42,1,1.336,437
26037,ZCTA5 26037,WV,6365,40.335049,-80.585918,8.203,1,1.366,6365
26038,ZCTA5 26038,WV,2793,39.96459,-80.724103,6.554,1,1.292,2793
26039,ZCTA5 26039,WV,847,39.799369,-80.674066,3.572,1,1.301,847
26040,ZCTA5 26040,WV,1767,39.9887,-80.715801,8.391,1,1.292,1767
26041,ZCTA5 26041,WV,15147,39.887247,-80.705419,8.668,1,1.336,15147
26047,ZCTA5 26047,WV,5718,40.52024,-80.589194,4.058,1,1.302,5718
26050,ZCTA5 26050,WV,1334,40.603178,-80.608615,6.461,1,1.229,1334
26055,ZCTA5 26055,WV,1516,39.762275,-80.779828,6.663,1,1.26,1516
26056,ZCTA5 26056,WV,309,40.531275,-80.577127,5.286,1,1.302,309
26059,ZCTA5 26059,WV,3164,40.057338,-80.605252,2.948,1,1.35,3164
26060,ZCTA5 26060,WV,1616,40.11004,-80.557625,5.843,1,1.35,1616
26062,ZCTA5 26062,WV,21116,40.421372,-80.557726,10.334,1,1.366,21116
26070,ZCTA5 26070,WV,7820,40.259827,-80.580029,7.755,1,1.347,7820
26074,ZCTA5 26074,WV,1324,40.159897,-80.595416,7.196,1,1.347,1324
26075,ZCTA5 26075,WV,495,40.194622,-80.662966,6.219,1,1.387,495
26101,ZCTA5 26101,WV,28337,39.240007,-81.575807,7.049,0,1.13,0
26104,ZCTA5 26104,WV,16763,39.276005,-81.480305,7.65,0,1.128,0
26105,ZCTA5 26105,WV,12247,39.329574,-81.514619,3.072,0,1.128,0
26133,ZCTA5 26133,WV,1395,39.123282,-81.672414,9.56,0,1.13,0
26134,ZCTA5 26134,WV,749,39.368717,-81.290434,7.848,0,1.185,0
