zcta,name,state,population_2020,latitude,longitude,grid_distance_km,smoke_days_aqi101_equiv,mean_smoke_pm25_ug_m3,population_days
40759,ZCTA5 40759,KY,2564,36.812972,-84.057124,6.219,0,1.363,0
40763,ZCTA5 40763,KY,411,36.689229,-83.925596,3.743,0,1.425,0
40769,ZCTA5 40769,KY,18481,36.704354,-84.189734,6.702,0,1.378,0
40771,ZCTA5 40771,KY,1011,36.854775,-84.02779,1.229,0,1.363,0
40801,ZCTA5 40801,KY,64,36.868962,-83.248149,4.971,0,1.275,0
40806,ZCTA5 40806,KY,2215,36.891225,-83.297006,2.124,0,1.275,0
40807,ZCTA5 40807,KY,477,36.964094,-82.946,6.221,0,1.311,0
40808,ZCTA5 40808,KY,113,36.996319,-83.203379,7.042,0,1.347,0
40810,ZCTA5 40810,KY,1271,36.906939,-83.374584,8.121,0,1.305,0
40813,ZCTA5 40813,KY,507,36.710199,-83.592254,9.422,0,1.352,0
40815,ZCTA5 40815,KY,1177,36.784475,-83.219114,8.817,0,1.313,0
40816,ZCTA5 40816,KY,7,37.010211,-83.290841,5.77,0,1.347,0
40818,ZCTA5 40818,KY,90,36.821595,-83.243138,9.177,0,1.313,0
40819,ZCTA5 40819,KY,762,36.813399,-83.460795,4.051,0,1.328,0
40820,ZCTA5 40820,KY,493,36.748484,-83.179481,4.268,0,1.27,0
40823,ZCTA5 40823,KY,3529,36.958653,-82.990992,9.812,0,1.337,0
40824,ZCTA5 40824,KY,480,36.825297,-83.375312,8.948,0,1.313,0
40826,ZCTA5 40826,KY,636,37.042414,-82.770095,9.946,0,1.255,0
40827,ZCTA5 40827,KY,657,37.037387,-83.51277,8.658,0,1.39,0
40828,ZCTA5 40828,KY,4304,36.871821,-83.152587,4.633,0,1.279,0
40829,ZCTA5 40829,KY,177,36.796114,-83.302343,3.975,0,1.313,0
40830,ZCTA5 40830,KY,176,36.760179,-83.328572,1.316,0,1.313,0
40831,ZCTA5 40831,KY,5181,36.764343,-83.35676,3.83,0,1.313,0
40840,ZCTA5 40840,KY,443,36.90005,-83.440035,3.958,0,1.305,0
40843,ZCTA5 40843,KY,181,36.900113,-83.012983,8.202,0,1.279,0
40844,ZCTA5 40844,KY,215,37.057797,-83.341426,7.893,0,1.39,0
40845,ZCTA5 40845,KY,396,36.798817,-83.51797,2.507,0,1.328,0
40847,ZCTA5 40847,KY,143,36.850574,-83.174781,7.25,0,1.279,0
40849,ZCTA5 40849,KY,103,36.893967,-83.131726,3.21,0,1.279,0
40854,ZCTA5 40854,KY,1171,36.845507,-83.353673,9.284,0,1.275,0
40855,ZCTA5 40855,KY,777,36.929858,-82.885329,7.267,0,1.311,0
40856,ZCTA5 40856,KY,524,36.72316,-83.527522,7.82,0,1.328,0
40858,ZCTA5 40858,KY,214,37.012556,-83.409184,7.173,0,1.39,0
40862,ZCTA5 40862,KY,530,37.017552,-82.856157,3.751,0,1.311,0
40863,ZCTA5 40863,KY,444,36.727176,-83.430901,8.75,0,1.328,0
40865,ZCTA5 40865,KY,380,36.920061,-83.211161,6.405,0,1.275,0
40868,ZCTA5 40868,KY,1019,37.078975,-83.460189,2.918,0,1.39,0
40870,ZCTA5 40870,KY,486,36.923421,-83.144356,6.292,0,1.279,0
40873,ZCTA5 40873,KY,2242,36.818242,-83.409322,8.202,0,1.328,0
40874,ZCTA5 40874,KY,322,36.975846,-83.486394,5.425,0,1.305,0
40902,ZCTA5 40902,KY,727,36.861497,-83.602232,8.21,0,1.353,0
40903,ZCTA5 40903,KY,721,36.8029,-83.800941,6.152,0,1.375,0
40906,ZCTA5 40906,KY,11187,36.872205,-83.881995,4.463,0,1.375,0
40913,ZCTA5 40913,KY,258,36.936127,-83.558902,7.631,0,1.313,0
40914,ZCTA5 40914,KY,577,37.144867,-83.568905,5.928,0,1.38,0
40915,ZCTA5 40915,KY,714,36.890409,-83.812553,6.658,0,1.375,0
40921,ZCTA5 40921,KY,274,36.769552,-83.884013,8.186,0,1.425,0
40923,ZCTA5 40923,KY,931,36.919323,-83.845446,7.485,0,1.368,0
40927,ZCTA5 40927,KY,470,36.873126,-83.063066,3.445,0,1.279,0
40935,ZCTA5 40935,KY,2032,36.9261,-83.708576,7.01,0,1.313,0
40939,ZCTA5 40939,KY,176,36.811501,-83.697777,2.236,0,1.353,0
40940,ZCTA5 40940,KY,518,36.602546,-83.939044,5.965,0,1.441,0
40941,ZCTA5 40941,KY,159,37.124921,-83.732393,4.954,0,1.41,0
40943,ZCTA5 40943,KY,640,36.965062,-83.857171,3.864,0,1.368,0
40946,ZCTA5 40946,KY,64,36.974203,-83.807191,1.568,0,1.368,0
40949,ZCTA5 40949,KY,483,36.880017,-83.872537,4.82,0,1.375,0
40953,ZCTA5 40953,KY,685,36.937968,-83.801341,5.347,0,1.368,0
40958,ZCTA5 40958,KY,431,36.809878,-83.596918,6.775,0,1.353,0
40962,ZCTA5 40962,KY,17714,37.145887,-83.745556,4.3,0,1.41,0
40964,ZCTA5 40964,KY,78,36.772385,-83.31227,1.21,0,1.313,0
40965,ZCTA5 40965,KY,12477,36.646347,-83.720813,3.0,0,1.383,0
40972,ZCTA5 40972,KY,1402,37.259634,-83.577025,1.602,0,1.415,0
40977,ZCTA5 40977,KY,8196,36.700132,-83.772324,6.852,0,1.383,0
40979,ZCTA5 40979,KY,98,37.005538,-83.511078,9.362,0,1.305,0
40982,ZCTA5 40982,KY,264,36.932744,-83.690087,5.221,0,1.313,0
40983,ZCTA5 40983,KY,204,37.330951,-83.754614,6.64,0,1.417,0
40988,ZCTA5 40988,KY,470,36.866602,-83.516628,8.787,0,1.305,0
40995,ZCTA5 40995,KY,120,36.761013,-83.815456,9.356,0,1.375,0
40997,ZCTA5 40997,KY,300,36.894542,-83.662034,7.288,0,1.313,0
41001,ZCTA5 41001,KY,19294,38.917607,-84.40336,10.119,0,1.124,0
41002,ZCTA5 41002,KY,2338,38.742052,-83.973538,5.023,0,1.046,0
41003,ZCTA5 41003,KY,2671,38.52964,-84.390246,2.875,0,1.221,0
41004,ZCTA5 41004,KY,4070,38.644125,-84.087983,6.675,0,1.074,0
41005,ZCTA5 41005,KY,24192,39.006759,-84.760116,6.856,0,1.259,0
41006,ZCTA5 41006,KY,4384,38.78443,-84.345639,5.892,0,1.124,0
41007,ZCTA5 41007,KY,4036,38.892187,-84.294627,7.655,0,1.124,0
41008,ZCTA5 41008,KY,7602,38.663259,-85.168673,2.534,0,1.265,0
41010,ZCTA5 41010,KY,3158,38.499633,-84.608194,7.942,0,1.277,0
41011,ZCTA5 41011,KY,26470,39.06713,-84.532674,7.291,0,1.273,0
41014,ZCTA5 41014,KY,7048,39.065948,-84.505196,6.652,0,1.273,0
41015,ZCTA5 41015,KY,21599,38.979711,-84.478594,3.548,0,1.273,0
41016,ZCTA5 41016,KY,5684,39.088749,-84.548476,9.641,0,1.425,0
41017,ZCTA5 41017,KY,40333,39.029195,-84.562134,5.829,0,1.273,0
41018,ZCTA5 41018,KY,29305,39.014901,-84.602186,7.533,0,1.259,0
41030,ZCTA5 41030,KY,6445,38.788764,-84.589293,8.154,0,1.2,0
41031,ZCTA5 41031,KY,16341,38.417802,-84.288715,4.877,0,1.249,0
41033,ZCTA5 41033,KY,2113,38.769191,-84.445138,10.151,0,1.167,0
41034,ZCTA5 41034,KY,1101,38.723935,-83.891318,9.419,0,1.026,0
41035,ZCTA5 41035,KY,11087,38.719224,-84.654354,7.785,0,1.2,0
41039,ZCTA5 41039,KY,2936,38.414304,-83.871425,6.678,0,1.143,0
41040,ZCTA5 41040,KY,7403,38.650767,-84.331159,6.356,0,1.167,0
41041,ZCTA5 41041,KY,7414,38.407395,-83.720679,5.954,0,1.108,0
41042,ZCTA5 41042,KY,54183,39.000968,-84.651005,4.535,0,1.259,0
41043,ZCTA5 41043,KY,1766,38.761688,-84.20495,6.692,0,1.049,0
41044,ZCTA5 41044,KY,1021,38.610431,-83.972434,4.952,0,1.074,0
41045,ZCTA5 41045,KY,1323,38.721963,-85.021636,9.053,0,1.238,0
41046,ZCTA5 41046,KY,1739,38.717378,-84.803336,5.444,0,1.211,0
41048,ZCTA5 41048,KY,16523,39.099925,-84.706078,7.876,0,1.259,0
41049,ZCTA5 41049,KY,2397,38.268275,-83.644163,6.918,0,1.148,0
41051,ZCTA5 41051,KY,31582,38.934358,-84.551809,8.195,0,1.174,0
41052,ZCTA5 41052,KY,322,38.677987,-84.768518,7.351,0,1.211,0
41055,ZCTA5 41055,KY,1757,38.525392,-83.866464,5.782,0,1.143,0
41056,ZCTA5 41056,KY,14004,38.601939,-83.777402,4.639,0,1.091,0
41059,ZCTA5 41059,KY,2692,39.013395,-84.35138,4.68,0,1.163,0
41063,ZCTA5 41063,KY,2934,38.846897,-84.494301,3.765,0,1.174,0
41064,ZCTA5 41064,KY,1978,38.513473,-84.06423,2.399,0,1.149,0
41071,ZCTA5 41071,KY,19796,39.071805,-84.485118,7.432,0,1.273,0
41073,ZCTA5 41073,KY,5548,39.101364,-84.478768,5.492,0,1.425,0
41074,ZCTA5 41074,KY,5703,39.112308,-84.46284,4.262,0,1.425,0
41075,ZCTA5 41075,KY,17517,39.082436,-84.457111,7.62,0,1.425,0
41076,ZCTA5 41076,KY,17440,39.017315,-84.436457,5.753,0,1.273,0
41080,ZCTA5 41080,KY,1805,39.054694,-84.824189,4.179,0,1.227,0
41083,ZCTA5 41083,KY,1301,38.666029,-84.967434,4.87,0,1.271,0
41085,ZCTA5 41085,KY,857,39.036407,-84.393334,9.045,0,1.163,0
41086,ZCTA5 41086,KY,2225,38.689205,-84.87144,10.176,0,1.238,0
41091,ZCTA5 41091,KY,24820,38.910267,-84.736327,3.067,0,1.232,0
41092,ZCTA5 41092,KY,3771,38.815614,-84.688213,8.305,0,1.232,0
41093,ZCTA5 41093,KY,2773,38.378138,-83.55318,7.189,0,1.116,0
41094,ZCTA5 41094,KY,14480,38.882754,-84.624108,8.161,0,1.232,0
41095,ZCTA5 41095,KY,3602,38.773687,-84.747467,3.484,0,1.211,0
41097,ZCTA5 41097,KY,7259,38.621179,-84.581444,5.407,0,1.225,0
41098,ZCTA5 41098,KY,1917,38.58687,-85.008171,5.444,0,1.271,0
41101,ZCTA5 41101,KY,18559,38.472586,-82.645825,7.016,0,1.166,0
41102,ZCTA5 41102,KY,21101,38.427628,-82.730185,3.441,0,1.166,0
41121,ZCTA5 41121,KY,1631,38.439405,-82.833674,8.24,0,1.143,0
41124,ZCTA5 41124,KY,976,38.063901,-82.869886,5.421,0,1.14,0
41129,ZCTA5 41129,KY,9331,38.320926,-82.656257,7.921,0,1.168,0
41132,ZCTA5 41132,KY,414,38.256843,-82.823182,8.512,0,1.168,0
41135,ZCTA5 41135,KY,223,38.344291,-83.301983,5.72,0,1.093,0
41139,ZCTA5 41139,KY,8371,38.515545,-82.72835,6.383,0,1.166,0
41141,ZCTA5 41141,KY,2216,38.531724,-83.16895,7.084,0,1.125,0
41142,ZCTA5 41142,KY,34,38.277663,-83.073162,9.546,0,1.154,0
41143,ZCTA5 41143,KY,14153,38.334937,-82.97524,2.973,0,1.095,0
41144,ZCTA5 41144,KY,9861,38.540797,-82.942517,6.851,0,1.143,0
41146,ZCTA5 41146,KY,392,38.279178,-82.896024,8.058,0,1.095,0
41149,ZCTA5 41149,KY,519,38.099252,-83.076514,7.578,0,1.177,0
41159,ZCTA5 41159,KY,530,38.010413,-82.975065,5.839,0,1.177,0
41164,ZCTA5 41164,KY,12231,38.288431,-83.157168,7.044,0,1.154,0
41166,ZCTA5 41166,KY,752,38.626375,-83.102305,5.15,0,1.108,0
41168,ZCTA5 41168,KY,2993,38.307054,-82.75056,1.136,0,1.168,0
41169,ZCTA5 41169,KY,5589,38.535531,-82.73789,8.498,0,1.212,0
41171,ZCTA5 41171,KY,4708,38.088855,-83.106253,7.689,0,1.182,0
41174,ZCTA5 41174,KY,1039,38.706272,-83.00708,7.052,0,1.108,0
41175,ZCTA5 41175,KY,5378,38.648866,-82.972077,7.412,0,1.108,0
41179,ZCTA5 41179,KY,7364,38.535047,-83.370143,8.289,0,1.119,0
41180,ZCTA5 41180,KY,1118,38.150798,-82.884476,8.22,0,1.155,0
41183,ZCTA5 41183,KY,1508,38.553496,-82.738052,6.846,0,1.212,0
41189,ZCTA5 41189,KY,2194,38.547639,-83.562888,8.507,0,1.083,0
41201,ZCTA5 41201,KY,276,38.074453,-82.73829,9.485,0,1.14,0
41203,ZCTA5 41203,KY,473,37.835758,-82.44778,4.617,0,1.14,0
41204,ZCTA5 41204,KY,493,37.829542,-82.672333,3.104,0,1.132,0
41214,ZCTA5 41214,KY,536,37.803166,-82.625,7.73,0,1.132,0
41216,ZCTA5 41216,KY,1390,37.732493,-82.803752,8.006,0,1.148,0
41219,ZCTA5 41219,KY,2081,37.925855,-82.905349,5.951,0,1.148,0
41222,ZCTA5 41222,KY,2594,37.755891,-82.858454,3.862,0,1.181,0
41224,ZCTA5 41224,KY,5655,37.810746,-82.55249,5.063,0,1.14,0
41226,ZCTA5 41226,KY,245,37.98017,-82.954983,9.626,0,1.177,0
41230,ZCTA5 41230,KY,12670,38.063274,-82.668441,7.286,0,1.132,0
41231,ZCTA5 41231,KY,1050,37.809919,-82.392243,6.593,0,1.171,0
41232,ZCTA5 41232,KY,539,37.941018,-82.729719,9.816,0,1.132,0
41234,ZCTA5 41234,KY,510,37.790227,-82.741933,8.884,0,1.148,0
41238,ZCTA5 41238,KY,1133,37.84623,-82.961181,9.561,0,1.148,0
41240,ZCTA5 41240,KY,6279,37.823975,-82.796486,8.875,0,1.148,0
41250,ZCTA5 41250,KY,748,37.710799,-82.447931,8.141,0,1.182,0
41254,ZCTA5 41254,KY,562,37.887302,-82.715298,4.535,0,1.132,0
41255,ZCTA5 41255,KY,1025,37.919982,-82.825799,5.191,0,1.148,0
41256,ZCTA5 41256,KY,2084,37.837353,-82.891811,5.746,0,1.148,0
41257,ZCTA5 41257,KY,609,37.923262,-82.79808,7.204,0,1.148,0
41260,ZCTA5 41260,KY,768,37.825569,-82.752785,7.153,0,1.132,0
41262,ZCTA5 41262,KY,1291,37.845096,-82.630093,4.681,0,1.132,0
41263,ZCTA5 41263,KY,513,37.864421,-82.751877,6.249,0,1.132,0
41264,ZCTA5 41264,KY,536,37.92491,-82.681454,7.604,0,1.132,0
41265,ZCTA5 41265,KY,1665,37.748183,-82.707253,3.992,0,1.148,0
41267,ZCTA5 41267,KY,1017,37.881714,-82.438842,7.935,0,1.14,0
41268,ZCTA5 41268,KY,599,37.788452,-82.78527,10.361,0,1.148,0
41271,ZCTA5 41271,KY,277,37.822449,-82.723584,5.3,0,1.132,0
41274,ZCTA5 41274,KY,593,37.86416,-82.810705,5.109,0,1.148,0
41301,ZCTA5 41301,KY,5756,37.728702,-83.492318,5.958,0,1.331,0
41311,ZCTA5 41311,KY,6759,37.58322,-83.710711,3.226,0,1.35,0
41314,ZCTA5 41314,KY,4260,37.425581,-83.640207,7.432,0,1.379,0
41317,ZCTA5 41317,KY,437,37.445675,-83.153193,3.848,0,1.339,0
41332,ZCTA5 41332,KY,1106,37.800749,-83.389224,5.21,0,1.285,0
41339,ZCTA5 41339,KY,10368,37.516193,-83.269114,5.314,0,1.375,0
41348,ZCTA5 41348,KY,1352,37.409385,-83.301027,7.434,0,1.376,0
41352,ZCTA5 41352,KY,565,37.822932,-83.33029,6.874,0,1.259,0
41360,ZCTA5 41360,KY,336,37.801388,-83.614611,5.107,0,1.303,0
41365,ZCTA5 41365,KY,487,37.706784,-83.628873,2.603,0,1.345,0
41366,ZCTA5 41366,KY,73,37.595031,-83.21778,9.146,0,1.311,0
41367,ZCTA5 41367,KY,351,37.415011,-83.227816,9.697,0,1.38,0
41385,ZCTA5 41385,KY,430,37.663797,-83.31477,2.321,0,1.311,0
41390,ZCTA5 41390,KY,152,37.410075,-83.380732,5.525,0,1.376,0
41397,ZCTA5 41397,KY,169,37.689048,-83.673356,2.034,0,1.345,0
41408,ZCTA5 41408,KY,315,37.779514,-83.284501,2.608,0,1.259,0
41421,ZCTA5 41421,KY,321,37.992048,-83.194702,6.691,0,1.224,0
41425,ZCTA5 41425,KY,1202,37.887751,-83.417712,7.811,0,1.285,0
41464,ZCTA5 41464,KY,451,37.670447,-82.969591,8.851,0,1.237,0
41465,ZCTA5 41465,KY,10732,37.729098,-83.09181,4.383,0,1.227,0
41472,ZCTA5 41472,KY,10786,37.944009,-83.247331,1.88,0,1.224,0
41501,ZCTA5 41501,KY,22636,37.514355,-82.508901,6.176,0,1.206,0
41503,ZCTA5 41503,KY,552,37.664346,-82.287467,5.86,0,1.219,0
41512,ZCTA5 41512,KY,789,37.253746,-82.476113,3.318,0,1.235,0
41513,ZCTA5 41513,KY,426,37.343924,-82.344145,7.656,0,1.228,0
41514,ZCTA5 41514,KY,3380,37.66891,-82.318529,3.326,0,1.219,0
41517,ZCTA5 41517,KY,68,37.195399,-82.578638,8.515,0,1.25,0
41519,ZCTA5 41519,KY,986,37.584041,-82.321566,8.644,0,1.219,0
41522,ZCTA5 41522,KY,4886,37.303584,-82.409529,7.567,0,1.228,0
41524,ZCTA5 41524,KY,291,37.417963,-82.231061,7.837,0,1.225,0
41526,ZCTA5 41526,KY,24,37.433335,-82.510766,9.142,0,1.234,0
41527,ZCTA5 41527,KY,557,37.632092,-82.289008,6.344,0,1.219,0
41528,ZCTA5 41528,KY,566,37.548982,-82.139904,9.223,0,1.225,0
41531,ZCTA5 41531,KY,942,37.592981,-82.232681,6.682,0,1.215,0
41534,ZCTA5 41534,KY,229,37.277511,-82.476584,5.807,0,1.235,0
41535,ZCTA5 41535,KY,468,37.596357,-82.27967,9.412,0,1.219,0
41537,ZCTA5 41537,KY,4739,37.222622,-82.613738,4.236,0,1.25,0
41538,ZCTA5 41538,KY,219,37.31558,-82.590072,8.023,0,1.25,0
41539,ZCTA5 41539,KY,1583,37.506832,-82.327132,5.499,0,1.235,0
41540,ZCTA5 41540,KY,360,37.390941,-82.334873,8.186,0,1.228,0
41543,ZCTA5 41543,KY,521,37.547897,-82.285498,9.696,0,1.225,0
41544,ZCTA5 41544,KY,735,37.593903,-82.17409,3.951,0,1.215,0
41547,ZCTA5 41547,KY,345,37.536054,-82.090741,10.354,0,1.199,0
41548,ZCTA5 41548,KY,714,37.387968,-82.268682,5.511,0,1.221,0
41553,ZCTA5 41553,KY,2206,37.47714,-82.163637,4.038,0,1.225,0
41554,ZCTA5 41554,KY,820,37.437767,-82.29197,9.151,0,1.225,0
41555,ZCTA5 41555,KY,672,37.538301,-82.258353,7.314,0,1.225,0
41557,ZCTA5 41557,KY,1717,37.486031,-82.410912,3.681,0,1.235,0
41558,ZCTA5 41558,KY,720,37.53858,-82.209218,5.845,0,1.225,0
41559,ZCTA5 41559,KY,275,37.374453,-82.38309,3.635,0,1.228,0
41560,ZCTA5 41560,KY,375,37.395551,-82.578344,2.332,0,1.234,0
41562,ZCTA5 41562,KY,2162,37.398676,-82.463682,4.693,0,1.228,0
41563,ZCTA5 41563,KY,381,37.232192,-82.536634,6.899,0,1.235,0
41564,ZCTA5 41564,KY,813,37.607645,-82.364806,5.638,0,1.219,0
41566,ZCTA5 41566,KY,438,37.403386,-82.201444,7.71,0,1.221,0
41567,ZCTA5 41567,KY,278,37.575019,-82.283322,11.066,0,1.219,0
41568,ZCTA5 41568,KY,752,37.493129,-82.089045,6.72,0,1.199,0
41571,ZCTA5 41571,KY,460,37.627536,-82.435568,7.962,0,1.219,0
41572,ZCTA5 41572,KY,3383,37.313498,-82.643578,6.528,0,1.25,0
41601,ZCTA5 41601,KY,834,37.600181,-82.722093,4.25,0,1.193,0
41602,ZCTA5 41602,KY,838,37.745856,-82.753327,4.906,0,1.148,0
41603,ZCTA5 41603,KY,1491,37.571497,-82.704621,4.07,0,1.193,0
41604,ZCTA5 41604,KY,554,37.385069,-82.659826,5.109,0,1.234,0
41605,ZCTA5 41605,KY,685,37.552007,-82.62473,4.979,0,1.206,0
41606,ZCTA5 41606,KY,473,37.338065,-82.7347,9.73,0,1.287,0
41607,ZCTA5 41607,KY,269,37.625065,-82.856903,7.323,0,1.237,0
41612,ZCTA5 41612,KY,137,37.354326,-82.723004,9.669,0,1.223,0
41615,ZCTA5 41615,KY,753,37.537448,-82.692527,6.243,0,1.193,0
41616,ZCTA5 41616,KY,565,37.566331,-82.880016,5.682,0,1.237,0
41619,ZCTA5 41619,KY,470,37.479335,-82.733485,7.497,0,1.223,0
41621,ZCTA5 41621,KY,298,37.626668,-82.731295,6.592,0,1.193,0
41622,ZCTA5 41622,KY,256,37.522282,-82.81692,7.845,0,1.193,0
41630,ZCTA5 41630,KY,1015,37.467725,-82.801216,4.865,0,1.223,0
41631,ZCTA5 41631,KY,891,37.47352,-82.655341,9.482,0,1.234,0
41632,ZCTA5 41632,KY,400,37.564932,-82.951718,3.935,0,1.237,0
41635,ZCTA5 41635,KY,2863,37.4845,-82.626118,8.095,0,1.206,0
41636,ZCTA5 41636,KY,757,37.400794,-82.730609,5.571,0,1.223,0
41640,ZCTA5 41640,KY,1183,37.474399,-82.969438,2.394,0,1.305,0
41642,ZCTA5 41642,KY,646,37.592239,-82.648393,8.91,0,1.206,0
41643,ZCTA5 41643,KY,92,37.460203,-82.832233,5.64,0,1.223,0
41645,ZCTA5 41645,KY,1162,37.523405,-82.795118,6.442,0,1.193,0
41647,ZCTA5 41647,KY,1133,37.442057,-82.717448,6.248,0,1.223,0
41649,ZCTA5 41649,KY,2259,37.570994,-82.776686,2.294,0,1.193,0
41650,ZCTA5 41650,KY,620,37.354509,-82.683267,8.503,0,1.234,0
41653,ZCTA5 41653,KY,10937,37.657381,-82.758826,7.235,0,1.148,0
41655,ZCTA5 41655,KY,860,37.512878,-82.73637,6.414,0,1.193,0
41659,ZCTA5 41659,KY,598,37.579592,-82.621925,6.224,0,1.206,0
41660,ZCTA5 41660,KY,722,37.414099,-82.631726,2.972,0,1.234,0
41663,ZCTA5 41663,KY,277,37.567286,-82.663407,7.7,0,1.193,0
41666,ZCTA5 41666,KY,877,37.439031,-82.807592,2.46,0,1.223,0
41667,ZCTA5 41667,KY,377,37.310678,-82.692251,7.779,0,1.25,0
41669,ZCTA5 41669,KY,616,37.331634,-82.715525,10.707,0,1.287,0
41701,ZCTA5 41701,KY,16761,37.290066,-83.19058,5.21,0,1.38,0
41712,ZCTA5 41712,KY,223,37.364649,-83.127735,5.644,0,1.38,0
41713,ZCTA5 41713,KY,36,37.219388,-83.276435,6.267,0,1.341,0
41714,ZCTA5 41714,KY,375,37.152204,-83.532527,8.736,0,1.38,0
41719,ZCTA5 41719,KY,1173,37.30629,-83.257472,7.566,0,1.38,0
41721,ZCTA5 41721,KY,668,37.30911,-83.473327,10.785,0,1.406,0
41722,ZCTA5 41722,KY,1380,37.369184,-83.115979,6.788,0,1.38,0
41723,ZCTA5 41723,KY,1314,37.261705,-83.307253,9.066,0,1.371,0
41725,ZCTA5 41725,KY,297,37.339144,-83.035062,4.529,0,1.337,0
41727,ZCTA5 41727,KY,983,37.377305,-83.278803,7.476,0,1.376,0
41729,ZCTA5 41729,KY,208,37.264762,-83.215612,8.026,0,1.341,0
41731,ZCTA5 41731,KY,1070,37.094134,-83.079389,8.068,0,1.337,0
41735,ZCTA5 41735,KY,247,37.01501,-83.1029,3.232,0,1.337,0
41739,ZCTA5 41739,KY,167,37.331585,-83.118857,5.489,0,1.38,0
41740,ZCTA5 41740,KY,892,37.356647,-83.059858,7.452,0,1.337,0
41745,ZCTA5 41745,KY,302,37.34021,-83.433003,6.809,0,1.376,0
41746,ZCTA5 41746,KY,609,37.21393,-83.092106,7.432,0,1.339,0
41749,ZCTA5 41749,KY,3176,37.203277,-83.41592,2.581,0,1.371,0
41751,ZCTA5 41751,KY,306,37.210779,-83.138459,7.003,0,1.341,0
41754,ZCTA5 41754,KY,462,37.293495,-83.320064,8.532,0,1.376,0
41759,ZCTA5 41759,KY,573,37.224578,-83.022906,6.607,0,1.339,0
41760,ZCTA5 41760,KY,242,37.205635,-83.076973,5.847,0,1.339,0
41762,ZCTA5 41762,KY,146,37.264186,-83.478516,8.804,0,1.415,0
41763,ZCTA5 41763,KY,540,37.066991,-83.150355,8.856,0,1.347,0
41764,ZCTA5 41764,KY,586,37.119365,-83.254218,7.856,0,1.347,0
41766,ZCTA5 41766,KY,282,37.179868,-83.465731,7.664,0,1.371,0
41772,ZCTA5 41772,KY,243,37.426638,-83.055659,8.438,0,1.305,0
41773,ZCTA5 41773,KY,1299,37.231869,-83.026707,7.374,0,1.339,0
41774,ZCTA5 41774,KY,2778,37.15432,-83.145775,7.406,0,1.341,0
41775,ZCTA5 41775,KY,121,37.100896,-83.344953,7.861,0,1.39,0
41776,ZCTA5 41776,KY,1378,37.168274,-83.29494,7.65,0,1.341,0
41777,ZCTA5 41777,KY,881,37.051473,-83.227916,1.766,0,1.347,0
41804,ZCTA5 41804,KY,749,37.1515,-82.998642,3.504,0,1.339,0
41810,ZCTA5 41810,KY,359,37.185169,-82.673873,8.204,0,1.256,0
41812,ZCTA5 41812,KY,257,37.251153,-82.742744,7.627,0,1.287,0
41815,ZCTA5 41815,KY,717,37.160405,-82.798142,5.484,0,1.315,0
41817,ZCTA5 41817,KY,626,37.347483,-82.929809,7.513,0,1.337,0
41819,ZCTA5 41819,KY,320,36.987114,-83.107019,5.24,0,1.337,0
41821,ZCTA5 41821,KY,486,37.059106,-83.01476,6.234,0,1.337,0
41822,ZCTA5 41822,KY,1679,37.32734,-82.981932,2.556,0,1.337,0
41824,ZCTA5 41824,KY,583,37.195267,-82.875407,6.573,0,1.315,0
41825,ZCTA5 41825,KY,460,37.231031,-82.705616,6.454,0,1.25,0
41826,ZCTA5 41826,KY,848,37.164028,-82.912847,5.946,0,1.315,0
41828,ZCTA5 41828,KY,637,37.288168,-82.787874,2.874,0,1.287,0
41831,ZCTA5 41831,KY,1087,37.387165,-82.953376,7.41,0,1.305,0
41832,ZCTA5 41832,KY,491,37.148686,-82.959284,6.879,0,1.339,0
41833,ZCTA5 41833,KY,374,37.026016,-82.985811,7.276,0,1.337,0
41834,ZCTA5 41834,KY,413,37.252198,-82.955302,7.494,0,1.337,0
41835,ZCTA5 41835,KY,756,37.221077,-82.667983,4.545,0,1.25,0
41836,ZCTA5 41836,KY,836,37.23332,-82.900531,9.006,0,1.287,0
41837,ZCTA5 41837,KY,803,37.125158,-82.758338,7.658,0,1.256,0
41838,ZCTA5 41838,KY,546,37.203755,-82.756691,10.356,0,1.287,0
41839,ZCTA5 41839,KY,658,37.402997,-82.882436,8.956,0,1.223,0
41840,ZCTA5 41840,KY,1043,37.199643,-82.714794,9.09,0,1.25,0
41843,ZCTA5 41843,KY,641,37.283474,-82.845428,2.296,0,1.287,0
41844,ZCTA5 41844,KY,1183,37.314352,-82.872327,5.875,0,1.287,0
41845,ZCTA5 41845,KY,338,37.141394,-82.901327,4.229,0,1.315,0
41847,ZCTA5 41847,KY,478,37.202518,-82.968252,7.103,0,1.339,0
41848,ZCTA5 41848,KY,56,37.092102,-82.947129,9.773,0,1.315,0
41849,ZCTA5 41849,KY,189,37.175803,-82.734863,8.981,0,1.256,0
41855,ZCTA5 41855,KY,615,37.190487,-82.784701,8.397,0,1.315,0
41858,ZCTA5 41858,KY,7150,37.136055,-82.854849,0.314,0,1.315,0
41859,ZCTA5 41859,KY,276,37.387909,-82.772025,4.377,0,1.223,0
41861,ZCTA5 41861,KY,213,37.405758,-82.821902,3.936,0,1.223,0
41862,ZCTA5 41862,KY,786,37.342516,-82.79891,6.939,0,1.287,0
42001,ZCTA5 42001,KY,31579,37.030572,-88.7094,9.224,0,1.712,0
42003,ZCTA5 42003,KY,28592,37.004848,-88.577941,5.833,0,1.712,0
