zcta,name,state,population_2020,latitude,longitude,land_sq_mi
59225,ZCTA5 59225,MT,564,48.284404,-105.975174,305.602
59226,ZCTA5 59226,MT,411,48.352468,-104.571043,324.936
59230,ZCTA5 59230,MT,4623,48.131171,-106.798317,1543.47
59231,ZCTA5 59231,MT,471,48.398053,-106.547859,1.995
59240,ZCTA5 59240,MT,16,48.842165,-106.235726,40.358
59241,ZCTA5 59241,MT,356,48.477635,-107.059858,1322.26
59242,ZCTA5 59242,MT,107,48.443672,-104.450943,38.078
59243,ZCTA5 59243,MT,453,47.757547,-104.679209,381.845
59244,ZCTA5 59244,MT,80,48.590454,-106.306378,197.262
59247,ZCTA5 59247,MT,331,48.516207,-104.523515,154.052
59248,ZCTA5 59248,MT,986,48.29158,-106.299423,590.601
59250,ZCTA5 59250,MT,136,48.878635,-106.569744,547.846
59252,ZCTA5 59252,MT,173,48.913257,-104.821061,192.234
59253,ZCTA5 59253,MT,121,48.701091,-105.898705,255.129
59254,ZCTA5 59254,MT,1937,48.751679,-104.640564,271.495
59255,ZCTA5 59255,MT,3476,48.244168,-105.169231,669.046
59256,ZCTA5 59256,MT,95,48.925123,-104.563544,63.412
59257,ZCTA5 59257,MT,62,48.751314,-104.962457,153.301
59258,ZCTA5 59258,MT,160,48.5847,-104.691284,179.721
59259,ZCTA5 59259,MT,391,47.680959,-105.099852,626.621
59260,ZCTA5 59260,MT,129,48.82819,-106.09459,345.29
59261,ZCTA5 59261,MT,472,48.573615,-107.386829,499.619
59262,ZCTA5 59262,MT,702,47.489669,-104.497165,275.741
59263,ZCTA5 59263,MT,1284,48.791171,-105.514255,671.65
59270,ZCTA5 59270,MT,8633,47.609447,-104.086114,961.434
59274,ZCTA5 59274,MT,246,47.821893,-105.48479,358.096
59275,ZCTA5 59275,MT,337,48.874467,-104.199016,381.318
59276,ZCTA5 59276,MT,44,48.965743,-105.214128,112.305
59301,ZCTA5 59301,MT,11509,46.293337,-105.759498,3145.208
59311,ZCTA5 59311,MT,138,45.171683,-104.417202,1015.559
59312,ZCTA5 59312,MT,32,47.002377,-106.214844,251.385
59313,ZCTA5 59313,MT,2592,46.309664,-104.244522,926.802
59314,ZCTA5 59314,MT,100,45.075613,-105.374924,281.62
59315,ZCTA5 59315,MT,126,47.427631,-104.852573,225.718
59317,ZCTA5 59317,MT,1045,45.356745,-105.488364,1841.112
59318,ZCTA5 59318,MT,126,47.501154,-107.51385,514.966
59322,ZCTA5 59322,MT,99,47.019943,-106.682685,548.295
59323,ZCTA5 59323,MT,2129,45.98421,-106.666467,61.761
59324,ZCTA5 59324,MT,967,45.783738,-104.542536,1604.86
59326,ZCTA5 59326,MT,231,46.770357,-104.859403,354.616
59327,ZCTA5 59327,MT,2645,46.236772,-106.682233,2116.282
59330,ZCTA5 59330,MT,8244,47.098693,-104.748781,1214.471
59332,ZCTA5 59332,MT,114,45.328155,-104.862037,600.554
59333,ZCTA5 59333,MT,26,46.280123,-106.21569,7.425
59336,ZCTA5 59336,MT,253,46.331998,-105.022988,928.393
59337,ZCTA5 59337,MT,762,47.384253,-106.79841,2304.577
59338,ZCTA5 59338,MT,162,46.640459,-105.640492,78.202
59339,ZCTA5 59339,MT,157,47.27055,-105.195851,325.853
59343,ZCTA5 59343,MT,64,45.662589,-105.465132,175.157
59344,ZCTA5 59344,MT,372,46.398869,-104.593685,449.208
59347,ZCTA5 59347,MT,241,46.420675,-106.365853,842.903
59349,ZCTA5 59349,MT,864,46.890151,-105.502227,1398.591
59351,ZCTA5 59351,MT,192,45.752308,-105.750087,534.198
59353,ZCTA5 59353,MT,949,46.962966,-104.274518,889.626
59354,ZCTA5 59354,MT,39,46.181923,-104.300203,44.99
59401,ZCTA5 59401,MT,13030,47.511219,-111.2755,3.106
59404,ZCTA5 59404,MT,28131,47.631766,-111.32887,361.648
59405,ZCTA5 59405,MT,33578,47.341555,-111.295945,405.707
59410,ZCTA5 59410,MT,887,47.48688,-112.635447,1168.863
59411,ZCTA5 59411,MT,431,48.862924,-113.394345,238.757
59412,ZCTA5 59412,MT,1680,47.303324,-110.86368,383.833
59414,ZCTA5 59414,MT,950,47.527748,-111.259956,1.662
59416,ZCTA5 59416,MT,318,48.037342,-111.492748,347.257
59417,ZCTA5 59417,MT,7795,48.670078,-113.156827,1401.712
59418,ZCTA5 59418,MT,132,46.799504,-109.920424,102.057
59419,ZCTA5 59419,MT,194,47.983733,-112.41701,83.272
59420,ZCTA5 59420,MT,221,47.877548,-111.003871,244.64
59421,ZCTA5 59421,MT,2057,47.074847,-111.688368,694.082
59422,ZCTA5 59422,MT,2738,47.813941,-112.473813,1069.111
59424,ZCTA5 59424,MT,90,47.353027,-110.108208,68.755
59425,ZCTA5 59425,MT,3515,48.187163,-111.898576,564.419
59427,ZCTA5 59427,MT,5091,48.770665,-112.534338,1063.288
59430,ZCTA5 59430,MT,393,47.430977,-109.78019,509.563
59432,ZCTA5 59432,MT,142,48.16892,-112.411448,48.96
59433,ZCTA5 59433,MT,545,47.883621,-111.69203,361.81
59434,ZCTA5 59434,MT,473,48.479489,-113.363518,291.424
59436,ZCTA5 59436,MT,1961,47.611995,-112.046936,263.243
59440,ZCTA5 59440,MT,225,47.715998,-111.158569,170.447
59441,ZCTA5 59441,MT,92,46.860923,-108.983837,247.465
59442,ZCTA5 59442,MT,1792,47.893377,-110.64778,850.376
59443,ZCTA5 59443,MT,653,47.563934,-111.828933,62.342
59444,ZCTA5 59444,MT,271,48.715915,-111.371283,332.649
59446,ZCTA5 59446,MT,505,47.6184,-110.159518,708.401
59447,ZCTA5 59447,MT,262,47.264892,-110.473299,388.278
59448,ZCTA5 59448,MT,718,48.267024,-112.781368,113.008
59450,ZCTA5 59450,MT,463,47.552457,-110.742814,381.085
59451,ZCTA5 59451,MT,230,47.390215,-109.390087,230.263
59452,ZCTA5 59452,MT,495,46.861898,-110.106626,414.179
59453,ZCTA5 59453,MT,315,46.638569,-109.652844,443.367
59454,ZCTA5 59454,MT,209,48.72252,-112.005415,125.103
59456,ZCTA5 59456,MT,333,48.27015,-111.36167,374.561
59457,ZCTA5 59457,MT,8894,47.139731,-109.310887,1081.484
59460,ZCTA5 59460,MT,203,48.074045,-110.506987,277.378
59461,ZCTA5 59461,MT,34,48.489338,-111.201456,52.959
59462,ZCTA5 59462,MT,177,47.122564,-109.891841,138.773
59463,ZCTA5 59463,MT,197,47.035648,-110.830804,228.022
59464,ZCTA5 59464,MT,607,46.907111,-109.655409,218.975
59465,ZCTA5 59465,MT,62,46.890304,-110.720257,43.567
59466,ZCTA5 59466,MT,103,48.767515,-111.704116,152.814
59467,ZCTA5 59467,MT,67,48.073973,-112.634055,245.955
59468,ZCTA5 59468,MT,775,47.705653,-111.627534,251.898
59469,ZCTA5 59469,MT,126,47.201512,-110.701679,101.982
59471,ZCTA5 59471,MT,253,47.426655,-108.772077,944.632
59472,ZCTA5 59472,MT,709,47.396634,-111.159034,40.342
59474,ZCTA5 59474,MT,3476,48.510672,-111.741838,706.31
59477,ZCTA5 59477,MT,431,47.450159,-111.916558,72.147
59479,ZCTA5 59479,MT,819,47.032558,-110.30532,648.443
59480,ZCTA5 59480,MT,334,47.194118,-111.197081,244.821
59482,ZCTA5 59482,MT,561,48.871065,-111.91244,326.06
59483,ZCTA5 59483,MT,445,47.453014,-111.70137,104.453
59484,ZCTA5 59484,MT,199,48.967184,-111.658692,133.003
59485,ZCTA5 59485,MT,879,47.404154,-111.571598,20.216
59486,ZCTA5 59486,MT,1313,48.340494,-112.377361,548.021
59487,ZCTA5 59487,MT,1252,47.587366,-111.638996,52.535
59489,ZCTA5 59489,MT,357,47.624666,-109.230405,634.014
59501,ZCTA5 59501,MT,12676,48.689867,-109.781085,1286.329
59520,ZCTA5 59520,MT,1102,48.038123,-109.931777,1084.199
59521,ZCTA5 59521,MT,3820,48.298771,-109.918274,294.705
59522,ZCTA5 59522,MT,1371,48.555119,-111.005588,889.376
59523,ZCTA5 59523,MT,2114,48.531584,-109.238565,1365.57
59524,ZCTA5 59524,MT,753,48.229062,-108.337007,719.849
59525,ZCTA5 59525,MT,267,48.689648,-110.302843,334.318
59526,ZCTA5 59526,MT,2649,48.44057,-108.716495,780.722
59527,ZCTA5 59527,MT,1177,48.04166,-108.791566,210.487
59528,ZCTA5 59528,MT,207,48.576175,-110.408743,152.012
59529,ZCTA5 59529,MT,181,48.829787,-108.606109,414.333
59530,ZCTA5 59530,MT,141,48.631764,-110.717451,244.865
59531,ZCTA5 59531,MT,279,48.788389,-110.801412,227.773
59532,ZCTA5 59532,MT,159,48.578152,-110.105784,216.597
59535,ZCTA5 59535,MT,56,47.959422,-109.301472,735.622
59537,ZCTA5 59537,MT,105,48.843205,-107.988067,451.074
59538,ZCTA5 59538,MT,2960,48.112019,-107.845521,2566.839
59540,ZCTA5 59540,MT,492,48.595081,-110.564262,400.959
59542,ZCTA5 59542,MT,392,48.792992,-108.368443,244.395
59544,ZCTA5 59544,MT,162,48.803387,-107.555214,536.445
59545,ZCTA5 59545,MT,30,48.938962,-111.16259,87.551
59546,ZCTA5 59546,MT,131,47.753839,-108.596974,516.508
59547,ZCTA5 59547,MT,37,48.661556,-109.030355,28.275
59601,ZCTA5 59601,MT,30848,46.53069,-112.199398,138.153
59602,ZCTA5 59602,MT,29390,46.739365,-111.905529,533.578
59631,ZCTA5 59631,MT,234,46.323044,-112.437033,170.586
59632,ZCTA5 59632,MT,2010,46.199911,-112.020459,500.546
59633,ZCTA5 59633,MT,248,46.818847,-112.342931,223.51
59634,ZCTA5 59634,MT,5393,46.472764,-111.957829,153.843
59635,ZCTA5 59635,MT,7738,46.565291,-111.825864,72.146
59636,ZCTA5 59636,MT,37,46.619728,-112.109921,1.95
59638,ZCTA5 59638,MT,770,46.360758,-111.967499,96.373
59639,ZCTA5 59639,MT,1230,47.192032,-112.74729,677.239
59640,ZCTA5 59640,MT,113,46.73263,-112.304833,3.45
59642,ZCTA5 59642,MT,53,46.283477,-110.718587,124.679
59643,ZCTA5 59643,MT,544,46.172521,-111.589827,208.036
59644,ZCTA5 59644,MT,4418,46.428793,-111.415948,739.472
59645,ZCTA5 59645,MT,1699,46.687672,-111.054662,1669.305
59647,ZCTA5 59647,MT,275,46.491037,-111.652939,78.182
59648,ZCTA5 59648,MT,618,47.07724,-112.127867,667.698
59701,ZCTA5 59701,MT,33937,46.031337,-112.478267,452.196
59710,ZCTA5 59710,MT,288,45.065271,-112.067962,606.918
59711,ZCTA5 59711,MT,9234,46.094672,-113.141624,616.887
59713,ZCTA5 59713,MT,236,46.700588,-112.561066,164.474
59714,ZCTA5 59714,MT,22333,45.98029,-111.129758,444.878
59715,ZCTA5 59715,MT,37286,45.825929,-110.898032,462.603
59716,ZCTA5 59716,MT,2924,45.047488,-111.480049,400.966
59718,ZCTA5 59718,MT,43831,45.576255,-111.1181,239.331
59720,ZCTA5 59720,MT,301,44.858194,-111.730016,364.421
59721,ZCTA5 59721,MT,434,45.883086,-111.837193,257.398
59722,ZCTA5 59722,MT,5697,46.366483,-112.772501,366.022
59724,ZCTA5 59724,MT,107,44.696258,-112.762064,584.942
59725,ZCTA5 59725,MT,8069,45.098049,-112.821465,2169.24
59727,ZCTA5 59727,MT,260,45.799384,-112.830888,276.359
59728,ZCTA5 59728,MT,335,46.508912,-112.434837,206.159
59729,ZCTA5 59729,MT,2684,45.29372,-111.649073,538.493
59730,ZCTA5 59730,MT,2154,45.208226,-111.128685,673.308
59731,ZCTA5 59731,MT,211,46.583992,-112.775821,136.886
59732,ZCTA5 59732,MT,159,45.48522,-112.727015,138.904
59733,ZCTA5 59733,MT,151,46.492252,-112.941615,181.624
59735,ZCTA5 59735,MT,339,45.610713,-111.951514,173.735
59736,ZCTA5 59736,MT,120,45.321855,-113.374429,422.892
59739,ZCTA5 59739,MT,325,44.632621,-112.184888,965.214
59740,ZCTA5 59740,MT,611,45.482529,-111.829159,116.894
59741,ZCTA5 59741,MT,5397,45.769824,-111.368344,157.022
59743,ZCTA5 59743,MT,190,45.68041,-112.680338,81.867
59745,ZCTA5 59745,MT,119,45.595195,-111.614802,175.057
59746,ZCTA5 59746,MT,131,45.384931,-113.059097,161.939
59747,ZCTA5 59747,MT,147,45.732871,-111.924361,57.912
59748,ZCTA5 59748,MT,255,46.046681,-112.699231,20.305
59749,ZCTA5 59749,MT,1640,45.454116,-112.072389,198.097
59750,ZCTA5 59750,MT,405,45.948256,-112.755725,67.083
59751,ZCTA5 59751,MT,173,45.704378,-112.436181,231.828
59752,ZCTA5 59752,MT,4535,45.946381,-111.503941,386.789
59754,ZCTA5 59754,MT,903,45.456857,-112.326386,296.01
59755,ZCTA5 59755,MT,260,45.333863,-111.957016,83.935
59756,ZCTA5 59756,MT,346,46.179849,-112.828004,11.538
59758,ZCTA5 59758,MT,1932,44.736106,-111.186685,319.237
59759,ZCTA5 59759,MT,3467,45.851618,-112.191421,455.18
59760,ZCTA5 59760,MT,269,45.766631,-111.632061,59.751
59761,ZCTA5 59761,MT,267,45.642317,-113.534189,860.914
59762,ZCTA5 59762,MT,287,45.57644,-113.028922,612.192
59801,ZCTA5 59801,MT,30629,46.856398,-114.014338,6.803
59802,ZCTA5 59802,MT,19892,46.903959,-113.91929,46.016
59803,ZCTA5 59803,MT,17203,46.795744,-113.938051,79.741
59804,ZCTA5 59804,MT,8193,46.878743,-114.264888,125.828
59808,ZCTA5 59808,MT,21546,46.971054,-114.111212,131.108
59820,ZCTA5 59820,MT,1562,46.898852,-114.625586,398.007
59821,ZCTA5 59821,MT,2563,47.173353,-114.077495,235.623
59823,ZCTA5 59823,MT,1684,46.919805,-113.577722,322.979
59824,ZCTA5 59824,MT,1575,47.413466,-114.207383,90.32
59825,ZCTA5 59825,MT,2450,46.600651,-113.743186,518.486
59826,ZCTA5 59826,MT,497,47.426025,-113.820939,437.153
59827,ZCTA5 59827,MT,278,45.885625,-113.999374,75.716
59828,ZCTA5 59828,MT,6265,46.333923,-113.965354,166.731
59829,ZCTA5 59829,MT,2489,45.775435,-114.296101,747.331
59830,ZCTA5 59830,MT,210,47.424493,-115.343656,32.737
59831,ZCTA5 59831,MT,467,47.26012,-114.368312,108.547
59832,ZCTA5 59832,MT,764,46.688956,-113.252857,260.032
59833,ZCTA5 59833,MT,5825,46.652194,-114.060658,173.803
59834,ZCTA5 59834,MT,2410,47.079584,-114.221812,73.539
59837,ZCTA5 59837,MT,400,46.545172,-113.253774,166.807
59840,ZCTA5 59840,MT,14466,46.185468,-114.193658,468.333
59841,ZCTA5 59841,MT,805,46.334211,-114.222998,1.296
59842,ZCTA5 59842,MT,99,47.33015,-115.43801,128.1
59843,ZCTA5 59843,MT,244,46.832595,-112.965761,369.897
59844,ZCTA5 59844,MT,664,48.058227,-115.974258,120.733
59845,ZCTA5 59845,MT,1254,47.690256,-114.554685,455.737
59846,ZCTA5 59846,MT,1641,47.151793,-114.513188,206.044
59847,ZCTA5 59847,MT,6112,46.702089,-114.460596,358.273
59848,ZCTA5 59848,MT,140,47.699498,-114.693293,35.351
59851,ZCTA5 59851,MT,189,46.871545,-113.876577,0.216
59853,ZCTA5 59853,MT,846,48.042017,-115.790724,260.499
59854,ZCTA5 59854,MT,225,47.027458,-113.086185,369.989
59855,ZCTA5 59855,MT,743,47.605473,-114.118549,0.727
59856,ZCTA5 59856,MT,238,47.312878,-114.747245,79.839
59858,ZCTA5 59858,MT,1679,46.285772,-113.467406,817.967
59859,ZCTA5 59859,MT,3683,47.535214,-114.826544,693.52
59860,ZCTA5 59860,MT,11309,47.701151,-114.178836,242.926
59863,ZCTA5 59863,MT,85,47.300207,-114.182582,12.323
59864,ZCTA5 59864,MT,7348,47.529251,-114.109302,189.255
59865,ZCTA5 59865,MT,3338,47.330512,-114.010198,156.451
59866,ZCTA5 59866,MT,1019,47.319319,-115.18961,227.026
59867,ZCTA5 59867,MT,26,47.439994,-115.611977,58.318
59868,ZCTA5 59868,MT,2087,47.211656,-113.506121,180.997
59870,ZCTA5 59870,MT,11245,46.516308,-114.06345,253.767
59871,ZCTA5 59871,MT,249,45.87069,-113.819338,334.899
59872,ZCTA5 59872,MT,2406,47.110018,-114.90092,477.592
59873,ZCTA5 59873,MT,3416,47.662662,-115.273133,756.847
59874,ZCTA5 59874,MT,1695,47.799459,-115.62336,355.214
59875,ZCTA5 59875,MT,3721,46.420377,-114.315601,129.756
59901,ZCTA5 59901,MT,57900,48.229649,-114.385053,452.145
59910,ZCTA5 59910,MT,506,47.794925,-114.294145,55.406
59911,ZCTA5 59911,MT,8722,47.738548,-113.740936,392.336
59912,ZCTA5 59912,MT,15395,48.408224,-114.154345,140.195
59913,ZCTA5 59913,MT,727,48.433503,-113.959142,57.147
59914,ZCTA5 59914,MT,377,47.858197,-114.281831,13.93
59915,ZCTA5 59915,MT,464,47.848129,-114.4052,33.667
59916,ZCTA5 59916,MT,188,48.256414,-113.382488,104.316
59917,ZCTA5 59917,MT,4274,48.934642,-114.876703,258.45
59918,ZCTA5 59918,MT,492,48.768101,-114.859061,89.852
59919,ZCTA5 59919,MT,828,47.948284,-113.398532,950.216
59920,ZCTA5 59920,MT,1880,48.002764,-114.608268,180.044
59922,ZCTA5 59922,MT,2643,47.998206,-114.198521,33.864
59923,ZCTA5 59923,MT,9743,48.225874,-115.391771,1369.611
59925,ZCTA5 59925,MT,1633,48.044436,-114.832615,377.337
59926,ZCTA5 59926,MT,439,48.352184,-113.995596,9.641
59927,ZCTA5 59927,MT,413,48.594965,-114.712167,237.377
59928,ZCTA5 59928,MT,171,48.776947,-114.461556,599.966
59929,ZCTA5 59929,MT,227,47.927434,-114.369341,60.444
59930,ZCTA5 59930,MT,1184,48.866728,-115.133187,82.934
59931,ZCTA5 59931,MT,297,47.916576,-114.173289,10.248
59932,ZCTA5 59932,MT,1558,48.070699,-114.216584,26.464
59933,ZCTA5 59933,MT,29,48.682382,-114.772578,8.019
59934,ZCTA5 59934,MT,523,48.600295,-114.8983,189.611
59935,ZCTA5 59935,MT,3432,48.649762,-115.834835,898.622
59936,ZCTA5 59936,MT,392,48.627235,-113.807271,918.748
59937,ZCTA5 59937,MT,14354,48.406092,-114.532766,300.975
60002,ZCTA5 60002,IL,24086,42.471741,-88.084493,32.587
60004,ZCTA5 60004,IL,52546,42.11278,-87.979542,11.083
60005,ZCTA5 60005,IL,30221,42.06449,-87.985462,6.559
60007,ZCTA5 60007,IL,33670,42.007517,-87.99286,14.104
60008,ZCTA5 60008,IL,22760,42.077536,-88.021742,5.175
60010,ZCTA5 60010,IL,46365,42.146498,-88.164654,73.854
60012,ZCTA5 60012,IL,10916,42.272533,-88.314027,17.36
60013,ZCTA5 60013,IL,26144,42.223512,-88.23575,14.574
60014,ZCTA5 60014,IL,48275,42.232414,-88.327449,25.245
60015,ZCTA5 60015,IL,28013,42.173681,-87.878362,13.557
60016,ZCTA5 60016,IL,61888,42.049573,-87.895003,10.623
60018,ZCTA5 60018,IL,30051,41.978872,-87.894342,16.416
60020,ZCTA5 60020,IL,10967,42.388915,-88.173043,4.615
60021,ZCTA5 60021,IL,5404,42.194762,-88.217181,2.18
60022,ZCTA5 60022,IL,8482,42.135423,-87.761882,3.938
60025,ZCTA5 60025,IL,41256,42.07471,-87.818574,11.508
60026,ZCTA5 60026,IL,14518,42.092234,-87.837445,4.074
60029,ZCTA5 60029,IL,514,42.059253,-87.778339,0.836
60030,ZCTA5 60030,IL,36346,42.337078,-88.044326,25.65
60031,ZCTA5 60031,IL,37650,42.373189,-87.939664,18.886
60033,ZCTA5 60033,IL,13581,42.424786,-88.608011,121.212
60034,ZCTA5 60034,IL,2148,42.45635,-88.42006,26.033
60035,ZCTA5 60035,IL,30152,42.185968,-87.805939,12.712
60040,ZCTA5 60040,IL,5102,42.206317,-87.813087,0.708
60041,ZCTA5 60041,IL,9140,42.36827,-88.15152,9.605
60042,ZCTA5 60042,IL,8433,42.278327,-88.195576,4.523
60043,ZCTA5 60043,IL,2514,42.088855,-87.714575,0.613
60044,ZCTA5 60044,IL,10244,42.284384,-87.862277,7.579
60045,ZCTA5 60045,IL,21026,42.235997,-87.864777,21.208
60046,ZCTA5 60046,IL,34690,42.416323,-88.059119,22.924
60047,ZCTA5 60047,IL,43944,42.200848,-88.046408,34.892
60048,ZCTA5 60048,IL,29353,42.295408,-87.950611,27.481
60050,ZCTA5 60050,IL,31854,42.331147,-88.29518,27.939
60051,ZCTA5 60051,IL,24649,42.354893,-88.229049,32.016
60053,ZCTA5 60053,IL,25297,42.042336,-87.788947,5.026
60056,ZCTA5 60056,IL,57177,42.067166,-87.934719,10.747
60060,ZCTA5 60060,IL,37599,42.270125,-88.039327,23.551
60061,ZCTA5 60061,IL,27581,42.234909,-87.959135,7.965
60062,ZCTA5 60062,IL,42751,42.126279,-87.845088,18.522
60064,ZCTA5 60064,IL,15206,42.324027,-87.856704,5.188
60067,ZCTA5 60067,IL,39324,42.106323,-88.064337,13.697
60068,ZCTA5 60068,IL,39672,42.011762,-87.843434,7.092
60069,ZCTA5 60069,IL,8735,42.197679,-87.927434,6.754
60070,ZCTA5 60070,IL,15840,42.103663,-87.928972,3.611
60071,ZCTA5 60071,IL,3891,42.46845,-88.315807,26.025
60072,ZCTA5 60072,IL,988,42.406668,-88.305913,8.007
60073,ZCTA5 60073,IL,61721,42.348989,-88.109335,20.444
60074,ZCTA5 60074,IL,37705,42.131462,-88.026329,7.131
60076,ZCTA5 60076,IL,34295,42.03526,-87.729928,5.354
60077,ZCTA5 60077,IL,28856,42.034746,-87.757188,4.026
60081,ZCTA5 60081,IL,9396,42.449091,-88.226705,17.68
60083,ZCTA5 60083,IL,9564,42.436248,-87.9417,26.428
60084,ZCTA5 60084,IL,17029,42.269659,-88.140912,14.585
60085,ZCTA5 60085,IL,71609,42.352097,-87.867656,15.034
60087,ZCTA5 60087,IL,28207,42.403085,-87.850836,13.34
60088,ZCTA5 60088,IL,14188,42.309632,-87.844061,2.36
60089,ZCTA5 60089,IL,43227,42.167231,-87.964063,9.744
60090,ZCTA5 60090,IL,39017,42.129614,-87.921503,9.383
60091,ZCTA5 60091,IL,28053,42.077788,-87.72057,5.349
60093,ZCTA5 60093,IL,20691,42.106708,-87.756292,8.52
60096,ZCTA5 60096,IL,6760,42.479722,-87.824805,4.733
60097,ZCTA5 60097,IL,10849,42.396975,-88.372444,14.681
60098,ZCTA5 60098,IL,33153,42.325614,-88.460441,105.403
60099,ZCTA5 60099,IL,31579,42.459988,-87.865021,22.552
60101,ZCTA5 60101,IL,37644,41.931401,-88.012623,11.571
60102,ZCTA5 60102,IL,31959,42.165165,-88.308768,14.522
60103,ZCTA5 60103,IL,41740,41.980516,-88.204749,19.231
60104,ZCTA5 60104,IL,18829,41.882844,-87.876428,2.354
60106,ZCTA5 60106,IL,20562,41.959701,-87.941835,8.987
60107,ZCTA5 60107,IL,39535,42.020586,-88.177771,7.977
60108,ZCTA5 60108,IL,23070,41.950022,-88.091865,7.232
60109,ZCTA5 60109,IL,580,42.049758,-88.545856,2.872
60110,ZCTA5 60110,IL,38762,42.114179,-88.293036,8.913
60111,ZCTA5 60111,IL,258,42.009497,-88.805358,20.403
60112,ZCTA5 60112,IL,4560,41.924797,-88.690186,3.697
60113,ZCTA5 60113,IL,255,41.932274,-88.96592,0.156
60115,ZCTA5 60115,IL,42103,41.901263,-88.76155,80.73
60118,ZCTA5 60118,IL,16342,42.106259,-88.304383,20.082
60119,ZCTA5 60119,IL,10905,41.851532,-88.476451,50.472
60120,ZCTA5 60120,IL,50799,42.034492,-88.238396,16.63
60123,ZCTA5 60123,IL,47932,42.040644,-88.311296,13.715
60124,ZCTA5 60124,IL,24859,42.020169,-88.400686,38.222
60126,ZCTA5 60126,IL,48147,41.896843,-87.94124,11.123
60129,ZCTA5 60129,IL,213,42.008121,-88.974996,17.116
60130,ZCTA5 60130,IL,14346,41.866433,-87.817397,2.769
60131,ZCTA5 60131,IL,18205,41.938763,-87.884278,5.55
60133,ZCTA5 60133,IL,37494,41.977842,-88.143199,8.132
60134,ZCTA5 60134,IL,30503,41.878343,-88.342072,15.339
60135,ZCTA5 60135,IL,7292,42.112505,-88.670815,46.375
60136,ZCTA5 60136,IL,8497,42.105188,-88.380424,6.965
60137,ZCTA5 60137,IL,38985,41.865213,-88.061479,10.826
60139,ZCTA5 60139,IL,33196,41.918877,-88.078095,5.55
60140,ZCTA5 60140,IL,21902,42.079051,-88.513098,82.063
60141,ZCTA5 60141,IL,131,41.857903,-87.838082,0.419
60142,ZCTA5 60142,IL,29831,42.173915,-88.444659,39.98
60143,ZCTA5 60143,IL,11214,41.975335,-88.022464,6.876
60144,ZCTA5 60144,IL,71,41.835695,-88.520388,0.034
60145,ZCTA5 60145,IL,2350,42.084569,-88.77382,35.836
60146,ZCTA5 60146,IL,2420,42.099982,-88.874061,53.775
60148,ZCTA5 60148,IL,52794,41.873571,-88.020766,13.576
60150,ZCTA5 60150,IL,1713,41.92574,-88.892277,53.537
60151,ZCTA5 60151,IL,3997,41.918006,-88.577108,81.531
60152,ZCTA5 60152,IL,12382,42.237839,-88.625415,94.423
60153,ZCTA5 60153,IL,23512,41.879279,-87.843256,2.998
60154,ZCTA5 60154,IL,16895,41.84747,-87.891642,4.821
60155,ZCTA5 60155,IL,8011,41.857675,-87.85627,1.857
60156,ZCTA5 60156,IL,28982,42.203063,-88.320474,11.296
60157,ZCTA5 60157,IL,2668,41.975298,-88.056215,1.476
60160,ZCTA5 60160,IL,24776,41.904144,-87.860664,4.447
60162,ZCTA5 60162,IL,8337,41.867569,-87.902126,3.186
60163,ZCTA5 60163,IL,5285,41.888806,-87.909061,1.611
60164,ZCTA5 60164,IL,22367,41.917507,-87.900705,4.741
60165,ZCTA5 60165,IL,4576,41.903214,-87.880713,0.34
60169,ZCTA5 60169,IL,34248,42.05087,-88.116615,7.686
60171,ZCTA5 60171,IL,10612,41.925046,-87.838372,2.258
60172,ZCTA5 60172,IL,24560,41.979856,-88.089624,7.0
60173,ZCTA5 60173,IL,13764,42.051556,-88.055522,6.125
60174,ZCTA5 60174,IL,30958,41.930614,-88.298678,13.837
60175,ZCTA5 60175,IL,26024,41.948188,-88.388701,34.081
60176,ZCTA5 60176,IL,11714,41.958122,-87.868883,2.65
60177,ZCTA5 60177,IL,24361,41.988481,-88.310167,8.547
60178,ZCTA5 60178,IL,22386,42.008161,-88.660729,69.319
60180,ZCTA5 60180,IL,1568,42.225196,-88.524662,21.613
60181,ZCTA5 60181,IL,29821,41.876897,-87.976328,6.607
60184,ZCTA5 60184,IL,2326,41.951502,-88.25317,8.118
60185,ZCTA5 60185,IL,34775,41.896691,-88.211014,30.349
60187,ZCTA5 60187,IL,30059,41.87272,-88.112442,6.63
60188,ZCTA5 60188,IL,43053,41.915737,-88.129434,10.098
60189,ZCTA5 60189,IL,30377,41.840645,-88.122055,10.231
60190,ZCTA5 60190,IL,11455,41.871784,-88.157015,4.642
60191,ZCTA5 60191,IL,14456,41.966306,-87.980851,5.613
60192,ZCTA5 60192,IL,16550,42.063272,-88.203662,10.541
60193,ZCTA5 60193,IL,40805,42.009371,-88.096725,9.138
60194,ZCTA5 60194,IL,20622,42.033424,-88.113562,3.621
60195,ZCTA5 60195,IL,5150,42.074962,-88.086284,1.974
60201,ZCTA5 60201,IL,44652,42.056214,-87.692402,4.724
60202,ZCTA5 60202,IL,33245,42.030355,-87.685549,3.056
60203,ZCTA5 60203,IL,4634,42.049047,-87.717455,0.682
60301,ZCTA5 60301,IL,3043,41.88856,-87.798937,0.157
60302,ZCTA5 60302,IL,33698,41.894611,-87.789705,3.011
60304,ZCTA5 60304,IL,17842,41.872389,-87.789484,1.532
60305,ZCTA5 60305,IL,11710,41.894875,-87.819064,2.476
