zcta,name,state,population_2020,latitude,longitude,land_sq_mi
00601,ZCTA5 00601,PR,17242,18.180555,-66.749961,64.348
00602,ZCTA5 00602,PR,37548,18.361945,-67.175597,30.621
00603,ZCTA5 00603,PR,49804,18.455183,-67.119887,31.617
00606,ZCTA5 00606,PR,5009,18.158327,-66.932928,42.309
00610,ZCTA5 00610,PR,25731,18.294032,-67.127156,35.913
00612,ZCTA5 00612,PR,62425,18.402253,-66.711397,67.593
00616,ZCTA5 00616,PR,9828,18.420412,-66.671979,11.53
00617,ZCTA5 00617,PR,22541,18.447538,-66.557681,15.195
00622,ZCTA5 00622,PR,7838,17.991245,-67.153993,28.993
00623,ZCTA5 00623,PR,39320,18.083044,-67.154179,37.967
00624,ZCTA5 00624,PR,21709,18.064909,-66.716662,43.164
00627,ZCTA5 00627,PR,32873,18.412507,-66.863811,46.355
00631,ZCTA5 00631,PR,1414,18.190607,-66.832041,4.021
00637,ZCTA5 00637,PR,23124,18.076716,-66.947362,34.449
00638,ZCTA5 00638,PR,18109,18.295913,-66.515588,66.045
00641,ZCTA5 00641,PR,24292,18.263097,-66.712963,93.531
00646,ZCTA5 00646,PR,36272,18.43511,-66.281058,20.727
00647,ZCTA5 00647,PR,4611,17.963613,-66.947127,15.205
00650,ZCTA5 00650,PR,13637,18.349103,-66.578175,30.522
00652,ZCTA5 00652,PR,4020,18.44844,-66.59411,6.917
00653,ZCTA5 00653,PR,9244,17.985045,-66.886546,15.242
00656,ZCTA5 00656,PR,17965,18.053539,-66.792931,32.415
00659,ZCTA5 00659,PR,37421,18.406773,-66.809288,41.777
00660,ZCTA5 00660,PR,15448,18.134695,-67.116199,11.346
00662,ZCTA5 00662,PR,40770,18.468301,-67.015749,44.374
00664,ZCTA5 00664,PR,15066,18.21033,-66.591616,45.521
00667,ZCTA5 00667,PR,23522,18.003422,-67.03581,60.313
00669,ZCTA5 00669,PR,27833,18.276925,-66.869587,61.552
00670,ZCTA5 00670,PR,8828,18.240187,-66.988776,45.57
00674,ZCTA5 00674,PR,39345,18.422908,-66.489337,44.955
00676,ZCTA5 00676,PR,36706,18.377637,-67.079574,50.437
00677,ZCTA5 00677,PR,15379,18.332568,-67.227022,14.339
00678,ZCTA5 00678,PR,25410,18.434124,-66.927426,26.361
00680,ZCTA5 00680,PR,46056,18.182055,-67.132502,64.212
00682,ZCTA5 00682,PR,28299,18.221464,-67.156039,14.403
00683,ZCTA5 00683,PR,29788,18.1078,-67.037263,52.189
00685,ZCTA5 00685,PR,40294,18.332929,-66.959689,77.533
00687,ZCTA5 00687,PR,28727,18.318017,-66.420392,38.871
00688,ZCTA5 00688,PR,12443,18.382311,-66.626416,31.818
00690,ZCTA5 00690,PR,5326,18.49551,-67.098671,2.816
00692,ZCTA5 00692,PR,32873,18.410188,-66.336556,26.76
00693,ZCTA5 00693,PR,56095,18.42146,-66.398604,39.312
00694,ZCTA5 00694,PR,231,18.483127,-66.39236,0.799
00698,ZCTA5 00698,PR,33774,18.064848,-66.856319,69.619
00703,ZCTA5 00703,PR,25332,18.248401,-66.130662,29.674
00704,ZCTA5 00704,PR,6865,17.965884,-66.219633,4.877
00705,ZCTA5 00705,PR,24467,18.12896,-66.266691,31.949
00707,ZCTA5 00707,PR,10544,18.014055,-65.920751,21.066
00714,ZCTA5 00714,PR,15802,18.003025,-66.046237,14.62
00715,ZCTA5 00715,PR,2299,18.011233,-66.560065,7.869
00716,ZCTA5 00716,PR,28423,17.991269,-66.606774,8.562
00717,ZCTA5 00717,PR,14199,18.003222,-66.614037,2.102
00718,ZCTA5 00718,PR,23290,18.231988,-65.759623,45.24
00719,ZCTA5 00719,PR,30063,18.28992,-66.25344,28.003
00720,ZCTA5 00720,PR,20331,18.217946,-66.428076,59.607
00723,ZCTA5 00723,PR,15983,18.043498,-66.015479,46.16
00725,ZCTA5 00725,PR,77223,18.218594,-66.042637,42.223
00727,ZCTA5 00727,PR,54207,18.215308,-66.073565,21.497
00728,ZCTA5 00728,PR,36675,17.989853,-66.664116,15.647
00729,ZCTA5 00729,PR,47393,18.330044,-65.886021,33.962
00730,ZCTA5 00730,PR,30521,18.030831,-66.616838,6.515
00731,ZCTA5 00731,PR,12292,18.109947,-66.635622,47.734
00735,ZCTA5 00735,PR,11299,18.252603,-65.682494,23.309
00736,ZCTA5 00736,PR,45833,18.103624,-66.151667,55.098
00738,ZCTA5 00738,PR,30706,18.304458,-65.698711,29.477
00739,ZCTA5 00739,PR,34964,18.177233,-66.160645,31.582
00740,ZCTA5 00740,PR,1492,18.331178,-65.634104,0.426
00741,ZCTA5 00741,PR,3526,18.163855,-65.754042,2.363
00745,ZCTA5 00745,PR,47718,18.352216,-65.817387,51.613
00751,ZCTA5 00751,PR,19369,18.001317,-66.252183,46.986
00754,ZCTA5 00754,PR,36673,18.147107,-65.976167,51.029
00757,ZCTA5 00757,PR,20183,17.995441,-66.391334,29.835
00765,ZCTA5 00765,PR,8249,18.130096,-65.439369,19.044
00766,ZCTA5 00766,PR,22354,18.133197,-66.476659,40.039
00767,ZCTA5 00767,PR,30646,18.069489,-65.896029,55.406
00769,ZCTA5 00769,PR,34163,18.1038,-66.357586,76.514
00771,ZCTA5 00771,PR,34761,18.187148,-65.871189,33.819
00772,ZCTA5 00772,PR,17936,18.438944,-65.90522,14.671
00773,ZCTA5 00773,PR,17772,18.342888,-65.723109,24.312
00775,ZCTA5 00775,PR,1792,18.326608,-65.307769,10.576
00777,ZCTA5 00777,PR,37717,18.224133,-65.908542,26.582
00778,ZCTA5 00778,PR,40585,18.264076,-65.97851,29.641
00780,ZCTA5 00780,PR,14934,18.102834,-66.568105,20.121
00782,ZCTA5 00782,PR,17965,18.225708,-66.221633,26.644
00783,ZCTA5 00783,PR,34093,18.30391,-66.326179,41.841
00784,ZCTA5 00784,PR,36313,18.010714,-66.133615,55.6
00786,ZCTA5 00786,PR,273,18.155424,-66.229907,0.257
00791,ZCTA5 00791,PR,47260,18.136782,-65.821476,36.921
00794,ZCTA5 00794,PR,28791,18.200018,-66.309282,35.297
00795,ZCTA5 00795,PR,43745,18.060494,-66.500624,46.259
00901,ZCTA5 00901,PR,6218,18.465369,-66.104613,0.979
00906,ZCTA5 00906,PR,165,18.46446,-66.094995,0.003
00907,ZCTA5 00907,PR,16864,18.452553,-66.077838,1.204
00909,ZCTA5 00909,PR,6987,18.44161,-66.067132,0.61
00911,ZCTA5 00911,PR,7496,18.451159,-66.056199,0.476
00912,ZCTA5 00912,PR,5786,18.445334,-66.060139,0.333
00913,ZCTA5 00913,PR,7261,18.450002,-66.042656,0.322
00915,ZCTA5 00915,PR,25075,18.437179,-66.045571,1.397
00917,ZCTA5 00917,PR,17319,18.420674,-66.050105,1.297
00918,ZCTA5 00918,PR,17439,18.421022,-66.065789,2.13
00920,ZCTA5 00920,PR,14798,18.414292,-66.088042,2.843
00921,ZCTA5 00921,PR,32062,18.392294,-66.088528,2.673
00923,ZCTA5 00923,PR,23607,18.409029,-66.038586,2.041
00924,ZCTA5 00924,PR,49654,18.398126,-66.012592,4.693
00925,ZCTA5 00925,PR,5501,18.400296,-66.050602,0.447
00926,ZCTA5 00926,PR,96732,18.345414,-66.051502,24.161
00927,ZCTA5 00927,PR,14297,18.388011,-66.072089,2.628
00934,ZCTA5 00934,PR,218,18.411313,-66.124234,0.749
00949,ZCTA5 00949,PR,67453,18.430635,-66.212598,17.584
00950,ZCTA5 00950,PR,6,18.459699,-66.233101,2.396
00951,ZCTA5 00951,PR,430,18.42753,-66.253789,0.415
00952,ZCTA5 00952,PR,8671,18.427443,-66.182027,1.236
00953,ZCTA5 00953,PR,66369,18.360729,-66.251527,26.697
00956,ZCTA5 00956,PR,72353,18.321137,-66.170419,26.473
00957,ZCTA5 00957,PR,40540,18.368371,-66.1878,4.621
00959,ZCTA5 00959,PR,43625,18.385785,-66.155654,6.416
00960,ZCTA5 00960,PR,2891,18.416641,-66.144555,0.914
00961,ZCTA5 00961,PR,28062,18.413307,-66.164683,5.175
00962,ZCTA5 00962,PR,19741,18.444614,-66.148819,3.818
00965,ZCTA5 00965,PR,6168,18.433757,-66.114752,0.674
00966,ZCTA5 00966,PR,16977,18.401521,-66.117597,3.22
00968,ZCTA5 00968,PR,3722,18.406085,-66.101232,0.458
00969,ZCTA5 00969,PR,38838,18.368062,-66.108062,4.883
00971,ZCTA5 00971,PR,28517,18.318884,-66.11919,15.963
00976,ZCTA5 00976,PR,59879,18.33618,-65.994101,16.73
00979,ZCTA5 00979,PR,14929,18.444394,-66.030036,1.563
00982,ZCTA5 00982,PR,14182,18.411261,-65.992045,1.418
00983,ZCTA5 00983,PR,31889,18.416115,-65.975436,3.464
00985,ZCTA5 00985,PR,31250,18.410774,-65.947927,8.137
00987,ZCTA5 00987,PR,58427,18.338161,-65.941083,24.843
01001,ZCTA5 01001,MA,16984,42.062368,-72.625754,11.505
01002,ZCTA5 01002,MA,27558,42.364031,-72.458759,55.064
01003,ZCTA5 01003,MA,13253,42.389698,-72.524009,0.711
01005,ZCTA5 01005,MA,4900,42.418884,-72.112077,44.262
01007,ZCTA5 01007,MA,15423,42.27901,-72.400468,52.602
01008,ZCTA5 01008,MA,1317,42.190191,-72.954263,53.803
01009,ZCTA5 01009,MA,980,42.209669,-72.339743,0.812
01010,ZCTA5 01010,MA,3711,42.128176,-72.205352,34.771
01011,ZCTA5 01011,MA,1201,42.290128,-72.966516,31.594
01012,ZCTA5 01012,MA,519,42.375425,-72.858192,13.116
01013,ZCTA5 01013,MA,23656,42.163451,-72.60274,5.621
01020,ZCTA5 01020,MA,29781,42.172611,-72.56192,12.538
01022,ZCTA5 01022,MA,2158,42.197741,-72.542713,4.773
01026,ZCTA5 01026,MA,1011,42.465495,-72.918267,24.005
01027,ZCTA5 01027,MA,17896,42.295008,-72.751877,40.498
01028,ZCTA5 01028,MA,16417,42.062378,-72.498111,12.936
01029,ZCTA5 01029,MA,714,42.190418,-73.046918,15.85
01030,ZCTA5 01030,MA,11708,42.072925,-72.686972,11.82
01031,ZCTA5 01031,MA,1406,42.32938,-72.198156,8.113
01032,ZCTA5 01032,MA,483,42.457613,-72.81478,11.764
01033,ZCTA5 01033,MA,6092,42.244949,-72.500143,27.815
01034,ZCTA5 01034,MA,1977,42.093912,-72.961103,71.637
01035,ZCTA5 01035,MA,5325,42.356491,-72.568632,23.083
01036,ZCTA5 01036,MA,4966,42.071188,-72.417718,19.484
01037,ZCTA5 01037,MA,706,42.376036,-72.197364,14.106
01038,ZCTA5 01038,MA,2522,42.379925,-72.604045,9.989
01039,ZCTA5 01039,MA,1511,42.404287,-72.688924,13.215
01040,ZCTA5 01040,MA,38238,42.211658,-72.642448,21.165
01050,ZCTA5 01050,MA,2467,42.286762,-72.869695,38.326
01053,ZCTA5 01053,MA,2031,42.356301,-72.713584,5.131
01054,ZCTA5 01054,MA,1889,42.468898,-72.484579,22.79
01056,ZCTA5 01056,MA,21002,42.183577,-72.457812,27.196
01057,ZCTA5 01057,MA,8152,42.093596,-72.321494,44.949
01060,ZCTA5 01060,MA,14461,42.321251,-72.630395,10.925
01062,ZCTA5 01062,MA,10910,42.323033,-72.701789,18.153
01063,ZCTA5 01063,MA,2106,42.318882,-72.63853,0.039
01066,ZCTA5 01066,MA,215,42.406909,-72.655015,0.711
01068,ZCTA5 01068,MA,1904,42.350862,-72.044248,20.821
01069,ZCTA5 01069,MA,8428,42.188862,-72.30648,28.089
01070,ZCTA5 01070,MA,577,42.518446,-72.919017,20.596
01071,ZCTA5 01071,MA,1486,42.160064,-72.87384,15.564
01072,ZCTA5 01072,MA,1366,42.456968,-72.417244,20.077
01073,ZCTA5 01073,MA,6224,42.226949,-72.741588,28.154
01074,ZCTA5 01074,MA,584,42.386579,-72.093034,0.085
01075,ZCTA5 01075,MA,18168,42.256532,-72.580248,17.717
01077,ZCTA5 01077,MA,9237,42.05257,-72.777353,30.823
01079,ZCTA5 01079,MA,701,42.194327,-72.328888,1.125
01080,ZCTA5 01080,MA,2400,42.185727,-72.361558,1.727
01081,ZCTA5 01081,MA,1684,42.061313,-72.234411,14.516
01082,ZCTA5 01082,MA,10565,42.299749,-72.279164,46.128
01083,ZCTA5 01083,MA,2549,42.206554,-72.196449,15.753
01084,ZCTA5 01084,MA,185,42.39237,-72.882235,9.189
01085,ZCTA5 01085,MA,41529,42.153503,-72.771602,59.712
01088,ZCTA5 01088,MA,598,42.391709,-72.646494,5.196
01089,ZCTA5 01089,MA,28835,42.125451,-72.649734,16.728
01092,ZCTA5 01092,MA,1343,42.191868,-72.235108,6.709
01093,ZCTA5 01093,MA,290,42.443805,-72.661514,5.043
01094,ZCTA5 01094,MA,60,42.359108,-72.1368,1.142
01095,ZCTA5 01095,MA,14694,42.138527,-72.420703,22.495
01096,ZCTA5 01096,MA,2509,42.397138,-72.763554,31.665
01097,ZCTA5 01097,MA,130,42.178038,-72.832612,1.874
01098,ZCTA5 01098,MA,1147,42.394315,-72.943115,31.363
01103,ZCTA5 01103,MA,2545,42.104106,-72.592027,0.46
01104,ZCTA5 01104,MA,23598,42.134009,-72.565378,5.216
01105,ZCTA5 01105,MA,12051,42.099958,-72.580765,1.243
01106,ZCTA5 01106,MA,16165,42.048054,-72.569275,9.273
01107,ZCTA5 01107,MA,11252,42.12106,-72.607068,1.507
01108,ZCTA5 01108,MA,27671,42.080692,-72.560791,3.725
01109,ZCTA5 01109,MA,30968,42.119674,-72.549726,5.444
01118,ZCTA5 01118,MA,14296,42.094587,-72.525219,3.595
01119,ZCTA5 01119,MA,14393,42.124978,-72.51121,3.55
01128,ZCTA5 01128,MA,2647,42.092296,-72.489135,1.115
01129,ZCTA5 01129,MA,7024,42.118671,-72.488203,3.427
01151,ZCTA5 01151,MA,9150,42.15186,-72.509131,2.369
01201,ZCTA5 01201,MA,45494,42.448236,-73.273727,52.937
01220,ZCTA5 01220,MA,8166,42.623808,-73.116741,24.591
01222,ZCTA5 01222,MA,835,42.058703,-73.322175,3.307
01223,ZCTA5 01223,MA,2430,42.312225,-73.110124,69.771
01224,ZCTA5 01224,MA,217,42.513163,-73.195743,0.278
01225,ZCTA5 01225,MA,3258,42.563401,-73.153335,25.109
01226,ZCTA5 01226,MA,6324,42.481119,-73.135073,26.364
01229,ZCTA5 01229,MA,189,42.277932,-73.332032,0.733
01230,ZCTA5 01230,MA,8907,42.173196,-73.32429,91.515
01235,ZCTA5 01235,MA,2733,42.425677,-73.063028,45.651
01236,ZCTA5 01236,MA,1513,42.266496,-73.378393,4.804
01237,ZCTA5 01237,MA,2365,42.549804,-73.261144,61.835
01238,ZCTA5 01238,MA,5722,42.297501,-73.230148,34.835
01240,ZCTA5 01240,MA,4692,42.367858,-73.269763,21.377
01242,ZCTA5 01242,MA,449,42.333734,-73.249199,0.498
01243,ZCTA5 01243,MA,175,42.350122,-73.024112,18.631
01244,ZCTA5 01244,MA,287,42.118094,-73.257497,2.45
01245,ZCTA5 01245,MA,933,42.186893,-73.223105,27.985
01247,ZCTA5 01247,MA,15147,42.698526,-73.0843,52.532
01253,ZCTA5 01253,MA,808,42.206683,-73.113214,18.287
01254,ZCTA5 01254,MA,946,42.382019,-73.365492,14.581
01255,ZCTA5 01255,MA,959,42.107496,-73.118607,51.799
01256,ZCTA5 01256,MA,645,42.594166,-73.02232,35.854
01257,ZCTA5 01257,MA,2140,42.085244,-73.367483,36.216
01258,ZCTA5 01258,MA,160,42.10928,-73.462886,25.833
01259,ZCTA5 01259,MA,643,42.06926,-73.228949,25.314
01260,ZCTA5 01260,MA,233,42.295695,-73.342544,2.511
01262,ZCTA5 01262,MA,1758,42.292202,-73.319209,12.038
01264,ZCTA5 01264,MA,219,42.23159,-73.202428,11.342
01266,ZCTA5 01266,MA,1208,42.312354,-73.388044,26.053
01267,ZCTA5 01267,MA,7876,42.671617,-73.246981,54.524
01270,ZCTA5 01270,MA,755,42.515272,-73.031166,31.854
01301,ZCTA5 01301,MA,18042,42.626761,-72.60153,25.494
01330,ZCTA5 01330,MA,1500,42.513947,-72.821517,33.317
01331,ZCTA5 01331,MA,13656,42.562394,-72.191044,53.226
01337,ZCTA5 01337,MA,2562,42.689307,-72.582289,37.244
01338,ZCTA5 01338,MA,127,42.572488,-72.824145,3.452
01339,ZCTA5 01339,MA,1487,42.603776,-72.889644,54.928
01340,ZCTA5 01340,MA,1803,42.694731,-72.710956,43.784
01341,ZCTA5 01341,MA,1539,42.492124,-72.709827,35.716
01342,ZCTA5 01342,MA,1538,42.543889,-72.609458,17.848
01343,ZCTA5 01343,MA,165,42.657625,-72.978933,4.867
01344,ZCTA5 01344,MA,1665,42.613418,-72.426428,13.611
01346,ZCTA5 01346,MA,352,42.693268,-72.823116,21.356
01347,ZCTA5 01347,MA,204,42.559294,-72.518753,0.579
01349,ZCTA5 01349,MA,827,42.563061,-72.482115,7.689
01350,ZCTA5 01350,MA,118,42.727772,-72.985346,10.71
01351,ZCTA5 01351,MA,2293,42.53988,-72.521689,20.931
01354,ZCTA5 01354,MA,1546,42.624101,-72.508607,13.77
01355,ZCTA5 01355,MA,879,42.458551,-72.327191,47.363
01360,ZCTA5 01360,MA,2871,42.677091,-72.453876,34.263
01364,ZCTA5 01364,MA,7665,42.605437,-72.292074,39.206
01366,ZCTA5 01366,MA,1187,42.475621,-72.192468,40.378
01367,ZCTA5 01367,MA,506,42.695532,-72.909148,26.537
01368,ZCTA5 01368,MA,1283,42.679456,-72.176935,41.839
01370,ZCTA5 01370,MA,3932,42.593376,-72.726928,49.826
01373,ZCTA5 01373,MA,4526,42.475481,-72.615403,24.169
01375,ZCTA5 01375,MA,3639,42.466691,-72.546751,14.221
01376,ZCTA5 01376,MA,5324,42.59528,-72.555002,2.745
01378,ZCTA5 01378,MA,780,42.673533,-72.353213,34.027
01379,ZCTA5 01379,MA,774,42.556308,-72.407153,30.203
01420,ZCTA5 01420,MA,41940,42.584925,-71.816862,30.313
01430,ZCTA5 01430,MA,6303,42.658741,-71.932918,36.948
01431,ZCTA5 01431,MA,3193,42.676293,-71.832523,23.664
01432,ZCTA5 01432,MA,8221,42.564663,-71.567298,8.471
01434,ZCTA5 01434,MA,1652,42.539753,-71.61233,5.278
01436,ZCTA5 01436,MA,3208,42.602059,-72.087015,9.59
01438,ZCTA5 01438,MA,414,42.562058,-72.031694,0.542
01440,ZCTA5 01440,MA,21577,42.588337,-71.986069,24.033
01450,ZCTA5 01450,MA,11298,42.611636,-71.564743,32.775
01451,ZCTA5 01451,MA,5461,42.501908,-71.568201,19.158
01452,ZCTA5 01452,MA,4328,42.495111,-72.002339,41.055
01453,ZCTA5 01453,MA,43752,42.519967,-71.763319,28.478
01460,ZCTA5 01460,MA,10141,42.535931,-71.490569,16.516
01462,ZCTA5 01462,MA,11818,42.582607,-71.720464,26.388
01463,ZCTA5 01463,MA,11621,42.670643,-71.602858,22.581
01464,ZCTA5 01464,MA,7427,42.573654,-71.640986,14.978
01468,ZCTA5 01468,MA,4309,42.542767,-72.068345,21.404
01469,ZCTA5 01469,MA,7055,42.664794,-71.695055,22.783
01473,ZCTA5 01473,MA,8213,42.5546,-71.90544,35.44
01474,ZCTA5 01474,MA,2072,42.669685,-71.752751,9.931
01475,ZCTA5 01475,MA,10304,42.66816,-72.055644,42.843
01501,ZCTA5 01501,MA,16731,42.198867,-71.845722,15.461
01503,ZCTA5 01503,MA,3158,42.384929,-71.633889,12.973
01504,ZCTA5 01504,MA,9208,42.039991,-71.532406,11.11
01505,ZCTA5 01505,MA,4849,42.355049,-71.716157,16.057
01506,ZCTA5 01506,MA,3439,42.180807,-72.107888,15.527
01507,ZCTA5 01507,MA,13315,42.133935,-71.968025,42.179
01510,ZCTA5 01510,MA,15428,42.411887,-71.690005,5.653
01515,ZCTA5 01515,MA,2224,42.209682,-72.040178,9.864
01516,ZCTA5 01516,MA,8962,42.053072,-71.752241,36.801
01518,ZCTA5 01518,MA,3176,42.127477,-72.118818,8.883
01519,ZCTA5 01519,MA,7254,42.203404,-71.679739,10.916
01520,ZCTA5 01520,MA,16394,42.336385,-71.850759,18.078
01521,ZCTA5 01521,MA,2603,42.046783,-72.180212,12.286
01522,ZCTA5 01522,MA,3464,42.375634,-71.867382,16.38
01523,ZCTA5 01523,MA,8377,42.483569,-71.675585,25.202
01524,ZCTA5 01524,MA,6621,42.245361,-71.914957,15.982
01525,ZCTA5 01525,MA,73,42.106794,-71.630518,0.449
01527,ZCTA5 01527,MA,13799,42.192246,-71.777649,15.577
01529,ZCTA5 01529,MA,3174,42.036642,-71.578779,4.864
01531,ZCTA5 01531,MA,996,42.326183,-72.133431,20.762
01532,ZCTA5 01532,MA,15741,42.323342,-71.646236,18.471
01534,ZCTA5 01534,MA,6233,42.142074,-71.643348,8.758
01535,ZCTA5 01535,MA,4735,42.267564,-72.066876,21.269
01536,ZCTA5 01536,MA,7514,42.231309,-71.692642,8.336
01537,ZCTA5 01537,MA,2141,42.158966,-71.897051,6.982
01540,ZCTA5 01540,MA,11032,42.116263,-71.857465,19.345
01541,ZCTA5 01541,MA,3495,42.454125,-71.87754,35.432
01542,ZCTA5 01542,MA,2366,42.204251,-71.908907,4.026
01543,ZCTA5 01543,MA,9049,42.388285,-71.969865,35.125
01545,ZCTA5 01545,MA,38316,42.284767,-71.714228,20.746
01550,ZCTA5 01550,MA,17740,42.059737,-72.033908,20.239
01560,ZCTA5 01560,MA,4896,42.175395,-71.674223,3.562
01561,ZCTA5 01561,MA,64,42.44397,-71.685583,0.123
01562,ZCTA5 01562,MA,11992,42.247211,-71.991867,32.851
01564,ZCTA5 01564,MA,7985,42.447924,-71.776045,30.616
01566,ZCTA5 01566,MA,6691,42.103214,-72.079545,28.348
01568,ZCTA5 01568,MA,7900,42.176526,-71.603588,21.456
01569,ZCTA5 01569,MA,14193,42.055921,-71.631128,29.078
01570,ZCTA5 01570,MA,17776,42.047075,-71.845805,12.357
01571,ZCTA5 01571,MA,11921,42.053778,-71.935075,20.832
01581,ZCTA5 01581,MA,21567,42.268426,-71.613309,20.602
01583,ZCTA5 01583,MA,7652,42.369417,-71.785036,12.618
01585,ZCTA5 01585,MA,4899,42.240796,-72.162645,25.548
01588,ZCTA5 01588,MA,10106,42.1188,-71.672496,8.609
01590,ZCTA5 01590,MA,9279,42.132051,-71.750318,32.018
01602,ZCTA5 01602,MA,25382,42.269189,-71.850728,5.768
01603,ZCTA5 01603,MA,22417,42.243826,-71.843569,4.513
01604,ZCTA5 01604,MA,41301,42.253485,-71.767932,6.439
01605,ZCTA5 01605,MA,29218,42.289683,-71.787793,5.641
01606,ZCTA5 01606,MA,21651,42.315249,-71.795741,5.928
01607,ZCTA5 01607,MA,9378,42.225974,-71.788894,3.163
01608,ZCTA5 01608,MA,4996,42.26198,-71.801462,0.448
01609,ZCTA5 01609,MA,23870,42.285114,-71.829987,3.821
01610,ZCTA5 01610,MA,28717,42.247049,-71.808366,2.124
01611,ZCTA5 01611,MA,2277,42.237604,-71.875838,3.442
01612,ZCTA5 01612,MA,5051,42.296798,-71.928991,15.314
01701,ZCTA5 01701,MA,33005,42.319587,-71.4428,16.967
01702,ZCTA5 01702,MA,39515,42.282379,-71.436623,8.089
01718,ZCTA5 01718,MA,688,42.519818,-71.429286,0.046
01719,ZCTA5 01719,MA,5506,42.485985,-71.520985,10.285
01720,ZCTA5 01720,MA,23232,42.483953,-71.438495,19.714
01721,ZCTA5 01721,MA,18832,42.257755,-71.473526,12.338
01730,ZCTA5 01730,MA,14566,42.499332,-71.281901,13.702
01731,ZCTA5 01731,MA,1555,42.456754,-71.279477,0.792
01740,ZCTA5 01740,MA,5665,42.439933,-71.601885,19.946
01741,ZCTA5 01741,MA,5237,42.536807,-71.361324,15.274
01742,ZCTA5 01742,MA,18545,42.462911,-71.364496,24.436
01745,ZCTA5 01745,MA,433,42.292114,-71.499197,0.399
01746,ZCTA5 01746,MA,14996,42.195951,-71.45343,18.654
01747,ZCTA5 01747,MA,6017,42.123007,-71.531404,5.175
01748,ZCTA5 01748,MA,18758,42.224096,-71.540489,26.225
01749,ZCTA5 01749,MA,20092,42.389071,-71.545864,11.527
01752,ZCTA5 01752,MA,41793,42.349617,-71.547214,20.865
01754,ZCTA5 01754,MA,10730,42.425955,-71.456256,5.209
01756,ZCTA5 01756,MA,6228,42.09387,-71.544519,17.772
01757,ZCTA5 01757,MA,30479,42.158692,-71.521419,14.895
01760,ZCTA5 01760,MA,36659,42.284822,-71.348811,14.817
01770,ZCTA5 01770,MA,4401,42.231947,-71.372963,15.788
01772,ZCTA5 01772,MA,10017,42.302877,-71.530828,13.604
01773,ZCTA5 01773,MA,5651,42.425506,-71.310812,13.621
01775,ZCTA5 01775,MA,7190,42.429688,-71.512514,17.323
01776,ZCTA5 01776,MA,18934,42.383367,-71.42107,24.239
01778,ZCTA5 01778,MA,14132,42.356275,-71.361942,15.206
01801,ZCTA5 01801,MA,40891,42.488703,-71.154383,12.667
01803,ZCTA5 01803,MA,26074,42.503227,-71.201713,11.709
01810,ZCTA5 01810,MA,35621,42.648044,-71.161751,30.829
01821,ZCTA5 01821,MA,30909,42.54933,-71.251725,16.567
01824,ZCTA5 01824,MA,26881,42.59079,-71.355182,17.761
01826,ZCTA5 01826,MA,32689,42.679723,-71.30068,20.668
01827,ZCTA5 01827,MA,3358,42.676149,-71.499772,16.456
01830,ZCTA5 01830,MA,27553,42.796313,-71.053436,13.824
01832,ZCTA5 01832,MA,25656,42.791114,-71.132859,11.4
01833,ZCTA5 01833,MA,8410,42.726226,-70.983318,12.859
01834,ZCTA5 01834,MA,6752,42.7539,-71.015935,8.88
01835,ZCTA5 01835,MA,14578,42.751327,-71.094421,7.811
01840,ZCTA5 01840,MA,7121,42.706763,-71.160403,0.498
01841,ZCTA5 01841,MA,53654,42.712015,-71.164873,3.088
01843,ZCTA5 01843,MA,28346,42.689988,-71.16039,3.373
01844,ZCTA5 01844,MA,52970,42.742641,-71.178651,22.212
01845,ZCTA5 01845,MA,31855,42.673909,-71.091334,26.284
01850,ZCTA5 01850,MA,16670,42.656045,-71.303309,1.36
01851,ZCTA5 01851,MA,32691,42.627813,-71.335334,3.345
01852,ZCTA5 01852,MA,36708,42.632978,-71.295616,4.973
01854,ZCTA5 01854,MA,29561,42.649481,-71.348229,3.934
01860,ZCTA5 01860,MA,6723,42.838603,-71.011997,8.495
01862,ZCTA5 01862,MA,11430,42.578543,-71.295592,9.24
01863,ZCTA5 01863,MA,9536,42.631176,-71.388163,4.62
01864,ZCTA5 01864,MA,15554,42.578401,-71.084448,13.161
01867,ZCTA5 01867,MA,25522,42.535183,-71.105423,9.956
01876,ZCTA5 01876,MA,31105,42.611801,-71.227571,20.467
01879,ZCTA5 01879,MA,12368,42.667762,-71.42882,16.804
01880,ZCTA5 01880,MA,27071,42.501524,-71.067489,6.912
01886,ZCTA5 01886,MA,24618,42.585541,-71.44025,30.244
01887,ZCTA5 01887,MA,23349,42.564647,-71.164516,16.984
01890,ZCTA5 01890,MA,22970,42.452752,-71.144319,6.032
01901,ZCTA5 01901,MA,2794,42.460419,-70.946379,0.248
01902,ZCTA5 01902,MA,50725,42.471039,-70.941535,2.403
01904,ZCTA5 01904,MA,19944,42.492456,-70.97393,4.519
01905,ZCTA5 01905,MA,27761,42.465998,-70.975792,3.558
01906,ZCTA5 01906,MA,28619,42.468432,-71.013946,10.798
01907,ZCTA5 01907,MA,15148,42.474145,-70.906597,3.035
01908,ZCTA5 01908,MA,3334,42.428234,-70.926071,1.076
01913,ZCTA5 01913,MA,17366,42.851277,-70.955792,12.292
01915,ZCTA5 01915,MA,42341,42.570442,-70.867693,15.09
01921,ZCTA5 01921,MA,8263,42.683108,-71.027188,23.55
01922,ZCTA5 01922,MA,3134,42.757313,-70.914241,9.593
