date,year,model_id,monitor_source_tier,valid_monitor_sites,monitored_counties,monitored_county_population,high_pm25_monitor_sites,smoke_coincident_high_pm25_monitor_sites,smoke_coincident_counties,indicative_county_population,broad_proxy_day_10m,event_included_monitor_sites,event_included_smoke_coincident_high_pm25_monitor_sites,balanced_valid_monitor_sites,balanced_high_pm25_monitor_sites,balanced_smoke_coincident_high_pm25_monitor_sites,balanced_smoke_coincident_counties,balanced_indicative_county_population,balanced_broad_proxy_day_10m,comparable_to_stanford
2006-01-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,250,135792679,2,0,0,0,0,1,0,114,1,0,0,0,0,false
2006-01-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1015,656,224082675,5,0,0,0,0,24,0,116,1,0,0,0,0,false
2006-01-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,356,250,137141580,0,0,0,0,0,1,0,113,0,0,0,0,0,false
2006-01-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,365,252,141347998,1,0,0,0,0,3,0,112,1,0,0,0,0,false
2006-01-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1171,737,237502716,7,0,0,0,0,24,0,116,1,0,0,0,0,false
2006-01-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,372,262,141640001,3,0,0,0,0,4,0,114,1,0,0,0,0,false
2006-01-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,367,259,140064823,0,0,0,0,0,4,0,110,0,0,0,0,0,false
2006-01-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1051,678,228623817,2,0,0,0,0,27,0,114,0,0,0,0,0,false
2006-01-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,253,132759255,0,0,0,0,0,5,0,110,0,0,0,0,0,false
2006-01-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,348,244,129996127,1,0,0,0,0,1,0,110,1,0,0,0,0,false
2006-01-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1171,733,238066640,24,0,0,0,0,26,0,115,5,0,0,0,0,false
2006-01-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,252,137881849,4,0,0,0,0,1,0,112,2,0,0,0,0,false
2006-01-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,250,137152963,7,0,0,0,0,1,0,113,3,0,0,0,0,false
2006-01-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1058,675,229229390,3,0,0,0,0,27,0,117,0,0,0,0,0,false
2006-01-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,246,137083994,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-01-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,348,245,137185320,1,0,0,0,0,0,0,111,0,0,0,0,0,false
2006-01-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1140,717,235766909,6,0,0,0,0,25,0,115,0,0,0,0,0,false
2006-01-18,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,348,244,137754811,0,0,0,0,0,1,0,107,0,0,0,0,0,false
2006-01-19,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,252,134375304,1,0,0,0,0,1,0,107,0,0,0,0,0,false
2006-01-20,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1048,673,228627829,0,0,0,0,0,23,0,114,0,0,0,0,0,false
2006-01-21,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,255,134583730,1,0,0,0,0,0,0,115,0,0,0,0,0,false
2006-01-22,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,252,132166432,4,0,0,0,0,0,0,113,2,0,0,0,0,false
2006-01-23,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1168,735,239714493,7,0,0,0,0,26,0,115,2,0,0,0,0,false
2006-01-24,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,248,129999522,7,0,0,0,0,1,0,112,4,0,0,0,0,false
2006-01-25,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,363,256,140261539,6,0,0,0,0,0,0,112,2,0,0,0,0,false
2006-01-26,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1052,673,228509254,15,0,0,0,0,20,0,116,2,0,0,0,0,false
2006-01-27,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,250,139382791,2,0,0,0,0,3,0,110,1,0,0,0,0,false
2006-01-28,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,364,254,140203952,1,0,0,0,0,3,0,115,1,0,0,0,0,false
2006-01-29,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1165,729,238346587,6,0,0,0,0,26,0,115,1,0,0,0,0,false
2006-01-30,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,356,250,138796812,4,0,0,0,0,3,0,112,3,0,0,0,0,false
2006-01-31,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,361,252,138786044,1,0,0,0,0,3,0,112,1,0,0,0,0,false
2006-02-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1028,662,227775069,9,0,0,0,0,22,0,113,2,0,0,0,0,false
2006-02-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,366,254,140283411,2,0,0,0,0,3,0,114,1,0,0,0,0,false
2006-02-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,253,139848908,2,0,0,0,0,2,0,114,2,0,0,0,0,false
2006-02-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1149,721,236783555,18,0,0,0,0,22,0,116,4,0,0,0,0,false
2006-02-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,365,254,141537777,5,0,0,0,0,3,0,113,1,0,0,0,0,false
2006-02-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,256,140954938,0,0,0,0,0,3,0,113,0,0,0,0,0,false
2006-02-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1026,659,228387944,5,0,0,0,0,20,0,114,1,0,0,0,0,false
2006-02-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,364,251,136903567,4,0,0,0,0,3,0,113,1,0,0,0,0,false
2006-02-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,253,133664906,6,0,0,0,0,4,0,111,2,0,0,0,0,false
2006-02-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1181,731,236891994,16,0,0,0,0,28,0,116,4,0,0,0,0,false
2006-02-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,365,252,138216475,9,0,0,0,0,3,0,113,5,0,0,0,0,false
2006-02-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,247,137040081,4,0,0,0,0,3,0,111,2,0,0,0,0,false
2006-02-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1028,663,224415961,7,0,0,0,0,23,0,112,1,0,0,0,0,false
2006-02-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,365,250,137504185,3,0,0,0,0,3,0,112,1,0,0,0,0,false
2006-02-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,356,245,134810567,4,0,0,0,0,4,0,111,1,0,0,0,0,false
2006-02-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1181,733,238425142,30,0,0,0,0,24,0,115,5,0,0,0,0,false
2006-02-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,250,138360646,0,0,0,0,0,3,0,110,0,0,0,0,0,false
2006-02-18,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,247,137352513,0,0,0,0,0,3,0,110,0,0,0,0,0,false
2006-02-19,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1027,665,226598158,6,0,0,0,0,17,0,112,3,0,0,0,0,false
2006-02-20,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,246,136468375,4,0,0,0,0,0,0,111,3,0,0,0,0,false
2006-02-21,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,248,136268829,1,0,0,0,0,4,0,110,0,0,0,0,0,false
2006-02-22,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1174,734,238672988,9,0,0,0,0,26,0,116,2,0,0,0,0,false
2006-02-23,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,248,136641119,2,0,0,0,0,2,0,112,0,0,0,0,0,false
2006-02-24,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,250,139565959,4,0,0,0,0,3,0,112,1,0,0,0,0,false
2006-02-25,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1058,674,228161515,13,0,0,0,0,21,0,113,4,0,0,0,0,false
2006-02-26,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,247,139425210,2,0,0,0,0,3,0,112,1,0,0,0,0,false
2006-02-27,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,242,136264489,1,0,0,0,0,3,0,111,0,0,0,0,0,false
2006-02-28,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1169,723,237176446,2,0,0,0,0,23,0,115,0,0,0,0,0,false
2006-03-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,251,136635752,0,0,0,0,0,3,0,111,0,0,0,0,0,false
2006-03-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,252,138988002,0,0,0,0,0,3,0,110,0,0,0,0,0,false
2006-03-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1052,663,224631180,0,0,0,0,0,18,0,112,0,0,0,0,0,false
2006-03-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,349,240,136266938,1,1,1,295460,0,3,0,106,1,1,1,295460,0,false
2006-03-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,346,238,136363091,1,0,0,0,0,4,0,104,1,0,0,0,0,false
2006-03-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1146,708,233291128,0,0,0,0,0,26,0,112,0,0,0,0,0,false
2006-03-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,245,137558481,0,0,0,0,0,3,0,106,0,0,0,0,0,false
2006-03-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,354,245,138350228,4,0,0,0,0,3,0,111,0,0,0,0,0,false
2006-03-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1042,661,225085100,5,0,0,0,0,21,0,114,1,0,0,0,0,false
2006-03-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,251,139509452,0,0,0,0,0,3,0,114,0,0,0,0,0,false
2006-03-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,363,251,133776874,1,0,0,0,0,4,0,115,1,0,0,0,0,false
2006-03-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1160,717,235791291,2,0,0,0,0,26,0,116,0,0,0,0,0,false
2006-03-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,246,138615174,2,0,0,0,0,2,0,111,1,0,0,0,0,false
2006-03-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,354,249,137669311,0,0,0,0,0,3,0,112,0,0,0,0,0,false
2006-03-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1029,660,225903004,0,0,0,0,0,21,0,113,0,0,0,0,0,false
2006-03-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,254,136189485,0,0,0,0,0,0,0,110,0,0,0,0,0,false
2006-03-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,361,250,140591218,0,0,0,0,0,1,0,108,0,0,0,0,0,false
2006-03-18,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1171,731,235441096,2,0,0,0,0,23,0,113,0,0,0,0,0,false
2006-03-19,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,250,138938463,0,0,0,0,0,0,0,109,0,0,0,0,0,false
2006-03-20,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,247,135032003,0,0,0,0,0,0,0,108,0,0,0,0,0,false
2006-03-21,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1031,665,224499388,0,0,0,0,0,21,0,112,0,0,0,0,0,false
2006-03-22,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,250,138223534,1,0,0,0,0,0,0,111,1,0,0,0,0,false
2006-03-23,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,252,139525579,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-03-24,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1167,727,236855789,6,0,0,0,0,25,0,114,2,0,0,0,0,false
2006-03-25,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,362,249,136329825,0,0,0,0,0,0,0,109,0,0,0,0,0,false
2006-03-26,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,247,138242054,0,0,0,0,0,0,0,113,0,0,0,0,0,false
2006-03-27,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1036,659,226766406,2,0,0,0,0,23,0,113,0,0,0,0,0,false
2006-03-28,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,360,251,136883512,2,0,0,0,0,0,0,111,0,0,0,0,0,false
2006-03-29,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,355,249,138122326,9,0,0,0,0,0,0,107,2,0,0,0,0,false
2006-03-30,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1169,732,238610465,30,2,2,256168,0,27,0,117,2,0,0,0,0,false
2006-03-31,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,251,139595070,1,0,0,0,0,0,0,115,1,0,0,0,0,false
2006-04-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,247,136823851,0,0,0,0,0,0,0,113,0,0,0,0,0,false
2006-04-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1009,654,222360653,0,0,0,0,0,13,0,114,0,0,0,0,0,false
2006-04-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,248,136459403,0,0,0,0,0,0,0,111,0,0,0,0,0,false
2006-04-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,248,131773709,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-04-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1130,700,236927480,1,0,0,0,0,24,0,115,0,0,0,0,0,false
2006-04-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,357,254,139679839,1,0,0,0,0,0,0,114,1,0,0,0,0,false
2006-04-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,254,137918856,0,0,0,0,0,0,0,116,0,0,0,0,0,false
2006-04-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1014,654,222227284,0,0,0,0,0,12,0,113,0,0,0,0,0,false
2006-04-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,246,132218261,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-04-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,246,131683620,2,0,0,0,0,1,0,112,1,0,0,0,0,false
2006-04-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1143,715,237349072,4,0,0,0,0,22,0,114,1,0,0,0,0,false
2006-04-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,258,139173561,0,0,0,0,0,0,0,115,0,0,0,0,0,false
2006-04-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,356,254,137660892,0,0,0,0,0,1,0,113,0,0,0,0,0,false
2006-04-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1021,661,221129237,0,0,0,0,0,12,0,116,0,0,0,0,0,false
2006-04-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,252,139954320,0,0,0,0,0,0,0,115,0,0,0,0,0,false
2006-04-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,246,137475259,0,0,0,0,0,1,0,114,0,0,0,0,0,false
2006-04-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1144,721,235389328,3,0,0,0,0,22,0,117,0,0,0,0,0,false
2006-04-18,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,349,245,134666549,1,0,0,0,0,0,0,114,1,0,0,0,0,false
2006-04-19,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,244,137032520,0,0,0,0,0,0,0,113,0,0,0,0,0,false
2006-04-20,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1018,655,222451626,0,0,0,0,0,12,0,113,0,0,0,0,0,false
2006-04-21,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,354,249,138290370,0,0,0,0,0,0,0,111,0,0,0,0,0,false
2006-04-22,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,354,247,138342702,0,0,0,0,0,1,0,110,0,0,0,0,0,false
2006-04-23,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1167,728,237713418,0,0,0,0,0,23,0,115,0,0,0,0,0,false
2006-04-24,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,248,137734289,1,0,0,0,0,1,0,112,1,0,0,0,0,false
2006-04-25,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,247,137129583,1,0,0,0,0,2,0,111,1,0,0,0,0,false
2006-04-26,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1016,655,221418614,1,0,0,0,0,13,0,114,0,0,0,0,0,false
2006-04-27,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,356,252,137767157,1,0,0,0,0,0,0,114,1,0,0,0,0,false
2006-04-28,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,347,249,137004610,0,0,0,0,0,2,0,111,0,0,0,0,0,false
2006-04-29,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1160,729,237932442,6,0,0,0,0,22,0,115,1,0,0,0,0,false
2006-04-30,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,250,133337152,1,0,0,0,0,0,0,112,1,0,0,0,0,false
2006-05-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,346,246,133183590,2,0,0,0,0,0,0,110,1,0,0,0,0,false
2006-05-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,993,648,220604286,7,0,0,0,0,12,0,111,2,0,0,0,0,false
2006-05-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,349,246,130038352,0,0,0,0,0,1,0,111,0,0,0,0,0,false
2006-05-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,354,252,133934604,1,0,0,0,0,2,0,114,1,0,0,0,0,false
2006-05-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1167,727,237211005,3,0,0,0,0,26,0,117,0,0,0,0,0,false
2006-05-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,255,138735170,1,1,1,2489188,0,0,0,113,1,1,1,2489188,0,false
2006-05-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,348,248,129303286,1,0,0,0,0,1,0,112,1,0,0,0,0,false
2006-05-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1002,645,220868403,5,0,0,0,0,15,0,113,1,0,0,0,0,false
2006-05-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,349,253,135582531,0,0,0,0,0,4,0,108,0,0,0,0,0,false
2006-05-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,251,134698691,3,1,1,4738253,0,4,1,110,2,0,0,0,0,false
2006-05-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1174,730,238674137,12,0,0,0,0,24,0,115,3,0,0,0,0,false
2006-05-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,251,135124335,1,0,0,0,0,0,0,110,1,0,0,0,0,false
2006-05-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,352,249,134256517,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-05-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1013,656,221694766,4,0,0,0,0,13,0,114,2,0,0,0,0,false
2006-05-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,349,248,132613548,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-05-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,251,133468354,0,0,0,0,0,4,0,112,0,0,0,0,0,false
2006-05-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1148,719,237091367,14,1,1,658708,0,24,0,114,4,0,0,0,0,false
2006-05-18,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,251,141582710,1,0,0,0,0,1,0,114,1,0,0,0,0,false
2006-05-19,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,353,250,137165790,0,0,0,0,0,1,0,114,0,0,0,0,0,false
2006-05-20,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1018,658,223146737,3,0,0,0,0,13,0,114,1,0,0,0,0,false
2006-05-21,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,248,136396994,0,0,0,0,0,0,0,110,0,0,0,0,0,false
2006-05-22,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,347,246,136191251,0,0,0,0,0,1,0,108,0,0,0,0,0,false
2006-05-23,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1144,720,236626731,2,0,0,0,0,22,0,116,0,0,0,0,0,false
2006-05-24,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,344,241,135291521,1,0,0,0,0,1,0,108,1,0,0,0,0,false
2006-05-25,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,343,241,130436094,0,0,0,0,0,0,0,106,0,0,0,0,0,false
2006-05-26,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1008,652,221306380,8,0,0,0,0,14,0,113,2,0,0,0,0,false
2006-05-27,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,351,247,141488214,2,0,0,0,0,0,0,114,1,0,0,0,0,false
2006-05-28,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,342,238,133773143,1,0,0,0,0,1,0,111,1,0,0,0,0,false
2006-05-29,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1137,716,236931564,36,0,0,0,0,21,0,112,4,0,0,0,0,false
2006-05-30,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,329,230,123568691,20,0,0,0,0,0,0,104,10,0,0,0,0,false
2006-05-31,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,347,245,131339975,12,0,0,0,0,0,0,110,6,0,0,0,0,false
2006-06-01,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1008,655,222258046,4,0,0,0,0,11,0,115,0,0,0,0,0,false
2006-06-02,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,248,136810466,0,0,0,0,0,0,0,112,0,0,0,0,0,false
2006-06-03,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,359,252,138916869,0,0,0,0,0,1,0,112,0,0,0,0,0,false
2006-06-04,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1159,725,236991606,3,0,0,0,0,24,0,115,0,0,0,0,0,false
2006-06-05,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,345,245,137232993,0,0,0,0,0,0,0,109,0,0,0,0,0,false
2006-06-06,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,340,243,135938473,2,0,0,0,0,0,0,108,2,0,0,0,0,false
2006-06-07,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1001,651,222677931,4,0,0,0,0,12,0,113,2,0,0,0,0,false
2006-06-08,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,342,245,133531326,1,0,0,0,0,0,0,108,0,0,0,0,0,false
2006-06-09,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,340,243,136516097,1,0,0,0,0,1,0,107,1,0,0,0,0,false
2006-06-10,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1130,720,234817744,7,0,0,0,0,15,0,113,2,0,0,0,0,false
2006-06-11,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,339,244,134375869,4,0,0,0,0,1,0,109,1,0,0,0,0,false
2006-06-12,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,335,241,133194318,1,0,0,0,0,1,0,105,0,0,0,0,0,false
2006-06-13,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,972,641,221889946,5,0,0,0,0,17,0,110,0,0,0,0,0,false
2006-06-14,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,252,138754958,0,0,0,0,0,2,0,114,0,0,0,0,0,false
2006-06-15,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,350,247,137188256,1,0,0,0,0,3,0,113,1,0,0,0,0,false
2006-06-16,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1146,722,237098670,9,0,0,0,0,20,0,116,3,0,0,0,0,false
2006-06-17,2006,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,358,252,137555076,1,0,0,0,0,0,0,113,1,0,0,0,0,false
