date,year,model_id,monitor_source_tier,valid_monitor_sites,monitored_counties,monitored_county_population,high_pm25_monitor_sites,smoke_coincident_high_pm25_monitor_sites,smoke_coincident_counties,indicative_county_population,broad_proxy_day_10m,event_included_monitor_sites,event_included_smoke_coincident_high_pm25_monitor_sites,balanced_valid_monitor_sites,balanced_high_pm25_monitor_sites,balanced_smoke_coincident_high_pm25_monitor_sites,balanced_smoke_coincident_counties,balanced_indicative_county_population,balanced_broad_proxy_day_10m,comparable_to_stanford
2009-11-01,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,566,390,178505362,2,0,0,0,0,22,0,114,0,0,0,0,0,false
2009-11-02,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,566,392,179050065,4,0,0,0,0,23,0,113,1,0,0,0,0,false
2009-11-03,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1194,730,239543853,5,0,0,0,0,28,0,116,1,0,0,0,0,false
2009-11-04,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,578,398,178646163,8,1,1,9430,0,24,1,114,2,0,0,0,0,false
2009-11-05,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,573,391,178940609,5,0,0,0,0,24,0,113,2,0,0,0,0,false
2009-11-06,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1126,696,231179285,1,0,0,0,0,26,0,114,1,0,0,0,0,false
2009-11-07,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,574,394,179959367,4,0,0,0,0,24,0,115,2,0,0,0,0,false
2009-11-08,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,568,390,178252004,11,2,2,6025765,0,24,1,113,4,0,0,0,0,false
2009-11-09,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1208,733,238106560,33,0,0,0,0,32,0,117,7,0,0,0,0,false
2009-11-10,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,568,391,178007316,8,0,0,0,0,20,0,114,2,0,0,0,0,false
2009-11-11,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,579,396,179685177,9,0,0,0,0,22,0,116,1,0,0,0,0,false
2009-11-12,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1108,689,230734119,10,0,0,0,0,23,0,114,1,0,0,0,0,false
2009-11-13,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,565,387,177238443,0,0,0,0,0,22,0,112,0,0,0,0,0,false
2009-11-14,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,571,390,178547388,0,0,0,0,0,23,0,115,0,0,0,0,0,false
2009-11-15,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1204,729,237993778,6,0,0,0,0,30,0,116,2,0,0,0,0,false
2009-11-16,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,567,388,178058807,1,0,0,0,0,20,0,113,0,0,0,0,0,false
2009-11-17,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,566,389,178815111,4,0,0,0,0,22,0,114,2,0,0,0,0,false
2009-11-18,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1105,695,231847625,2,0,0,0,0,27,0,114,0,0,0,0,0,false
2009-11-19,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,578,399,179039618,1,0,0,0,0,25,0,113,0,0,0,0,0,false
2009-11-20,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,581,401,179529748,2,0,0,0,0,24,0,113,1,0,0,0,0,false
2009-11-21,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1213,737,240146114,8,0,0,0,0,35,0,114,2,0,0,0,0,false
2009-11-22,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,578,399,179029974,1,0,0,0,0,24,0,112,0,0,0,0,0,false
2009-11-23,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,573,394,177836756,13,0,0,0,0,22,0,112,3,0,0,0,0,false
2009-11-24,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1118,694,231500089,15,0,0,0,0,24,0,115,4,0,0,0,0,false
2009-11-25,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,576,393,178774696,7,0,0,0,0,21,0,112,2,0,0,0,0,false
2009-11-26,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,579,395,178931645,6,0,0,0,0,20,0,112,1,0,0,0,0,false
2009-11-27,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1213,735,239372334,6,0,0,0,0,31,0,116,3,0,0,0,0,false
2009-11-28,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,575,391,178224365,0,0,0,0,0,23,0,112,0,0,0,0,0,false
2009-11-29,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,573,393,178810132,3,0,0,0,0,22,0,113,2,0,0,0,0,false
2009-11-30,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1112,689,230723928,4,0,0,0,0,26,0,115,2,0,0,0,0,false
2009-12-01,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,571,393,178097974,8,0,0,0,0,23,0,114,3,0,0,0,0,false
2009-12-02,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,576,399,178442857,8,0,0,0,0,23,0,112,1,0,0,0,0,false
2009-12-03,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1189,729,239348786,15,0,0,0,0,32,0,116,3,0,0,0,0,false
2009-12-04,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,586,401,178979599,18,0,0,0,0,24,0,111,6,0,0,0,0,false
2009-12-05,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,580,400,179429997,12,0,0,0,0,25,0,111,1,0,0,0,0,false
2009-12-06,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1125,692,230703520,2,0,0,0,0,31,0,116,1,0,0,0,0,false
2009-12-07,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,570,393,175930038,2,0,0,0,0,25,0,112,2,0,0,0,0,false
2009-12-08,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,575,402,177785856,3,0,0,0,0,26,0,112,3,0,0,0,0,false
2009-12-09,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1172,708,234315533,15,0,0,0,0,29,0,114,6,0,0,0,0,false
2009-12-10,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,568,398,178015299,16,0,0,0,0,23,0,112,8,0,0,0,0,false
2009-12-11,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,565,393,176039661,20,0,0,0,0,26,0,112,7,0,0,0,0,false
2009-12-12,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1114,695,228040849,17,0,0,0,0,30,0,117,6,0,0,0,0,false
2009-12-13,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,569,393,175273410,3,0,0,0,0,25,0,114,3,0,0,0,0,false
2009-12-14,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,563,391,174795482,0,0,0,0,0,26,0,112,0,0,0,0,0,false
2009-12-15,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1192,729,237012522,4,0,0,0,0,29,0,117,0,0,0,0,0,false
2009-12-16,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,581,402,179268426,4,0,0,0,0,26,0,114,1,0,0,0,0,false
2009-12-17,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,579,398,181891625,6,0,0,0,0,25,0,115,2,0,0,0,0,false
2009-12-18,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1118,698,231140734,52,0,0,0,0,31,0,115,9,0,0,0,0,false
2009-12-19,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,578,396,176530066,13,0,0,0,0,26,0,112,5,0,0,0,0,false
2009-12-20,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,575,394,176103309,17,0,0,0,0,26,0,112,5,0,0,0,0,false
2009-12-21,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1190,725,238045160,22,0,0,0,0,31,0,116,4,0,0,0,0,false
2009-12-22,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,573,396,176996992,3,0,0,0,0,25,0,112,0,0,0,0,0,false
2009-12-23,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,581,403,179009373,2,0,0,0,0,26,0,113,2,0,0,0,0,false
2009-12-24,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1110,685,230351123,19,0,0,0,0,28,0,115,4,0,0,0,0,false
2009-12-25,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,582,405,180989911,17,0,0,0,0,26,0,114,5,0,0,0,0,false
2009-12-26,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,578,400,178551378,16,0,0,0,0,27,0,115,4,0,0,0,0,false
2009-12-27,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1180,717,236981588,20,0,0,0,0,26,0,115,6,0,0,0,0,false
2009-12-28,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,574,402,183926811,11,0,0,0,0,23,0,113,2,0,0,0,0,false
2009-12-29,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,573,396,177404983,14,0,0,0,0,22,0,113,3,0,0,0,0,false
2009-12-30,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1091,676,227451848,12,0,0,0,0,25,0,113,2,0,0,0,0,false
2009-12-31,2009,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,569,395,176070845,6,0,0,0,0,23,0,111,1,0,0,0,0,false
2010-01-01,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,591,413,182790975,10,0,0,0,0,23,0,112,2,0,0,0,0,false
2010-01-02,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1162,714,235829471,4,0,0,0,0,23,0,116,2,0,0,0,0,false
2010-01-03,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,589,412,182735047,5,0,0,0,0,23,0,111,3,0,0,0,0,false
2010-01-04,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,580,406,180928500,2,0,0,0,0,22,0,110,2,0,0,0,0,false
2010-01-05,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1082,685,229247602,22,0,0,0,0,22,0,114,6,0,0,0,0,false
2010-01-06,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,593,414,184725841,15,0,0,0,0,23,0,112,5,0,0,0,0,false
2010-01-07,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,593,418,186976841,11,0,0,0,0,25,0,111,0,0,0,0,0,false
2010-01-08,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1194,730,235983692,14,0,0,0,0,29,0,115,2,0,0,0,0,false
2010-01-09,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,589,414,183892153,7,0,0,0,0,25,0,112,2,0,0,0,0,false
2010-01-10,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,585,414,183431322,13,0,0,0,0,24,0,112,4,0,0,0,0,false
2010-01-11,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1071,682,227829128,17,1,1,966728,0,22,0,113,2,0,0,0,0,false
2010-01-12,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,589,416,184154279,8,0,0,0,0,23,0,114,2,0,0,0,0,false
2010-01-13,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,589,408,182634359,10,0,0,0,0,25,0,113,2,0,0,0,0,false
2010-01-14,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1197,731,238465616,24,0,0,0,0,27,0,114,3,0,0,0,0,false
2010-01-15,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,592,411,181414673,4,0,0,0,0,28,0,113,1,0,0,0,0,false
2010-01-16,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,595,416,183428809,10,0,0,0,0,25,0,114,2,0,0,0,0,false
2010-01-17,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1113,702,231737269,14,0,0,0,0,20,0,114,2,0,0,0,0,false
2010-01-18,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,583,408,181677100,4,0,0,0,0,26,0,113,1,0,0,0,0,false
2010-01-19,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,577,405,180626134,1,0,0,0,0,25,0,110,0,0,0,0,0,false
2010-01-20,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1181,731,238893654,2,0,0,0,0,30,0,114,1,0,0,0,0,false
2010-01-21,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,590,414,184560999,2,0,0,0,0,23,0,111,0,0,0,0,0,false
2010-01-22,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,592,416,184047124,2,0,0,0,0,25,0,112,0,0,0,0,0,false
2010-01-23,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1112,702,233467423,0,0,0,0,0,26,0,116,0,0,0,0,0,false
2010-01-24,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,591,416,183547453,1,0,0,0,0,26,0,113,0,0,0,0,0,false
2010-01-25,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,584,408,183408599,0,0,0,0,0,25,0,110,0,0,0,0,0,false
2010-01-26,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1191,730,238303678,1,0,0,0,0,24,0,115,0,0,0,0,0,false
2010-01-27,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,587,412,181122830,1,0,0,0,0,23,0,116,0,0,0,0,0,false
2010-01-28,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,590,412,181773293,0,0,0,0,0,22,0,114,0,0,0,0,0,false
2010-01-29,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1110,704,232690858,4,0,0,0,0,24,0,116,1,0,0,0,0,false
2010-01-30,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,594,415,182289901,6,0,0,0,0,23,0,115,1,0,0,0,0,false
2010-01-31,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,599,419,181873488,6,0,0,0,0,24,0,115,1,0,0,0,0,false
2010-02-01,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1169,729,237686980,22,0,0,0,0,34,0,116,3,0,0,0,0,false
2010-02-02,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,609,422,189886559,18,0,0,0,0,27,0,116,3,0,0,0,0,false
2010-02-03,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,610,420,183923392,36,0,0,0,0,26,0,117,4,0,0,0,0,false
2010-02-04,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1112,702,231852654,87,0,0,0,0,26,0,114,9,0,0,0,0,false
2010-02-05,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,612,423,186385493,15,0,0,0,0,29,0,115,7,0,0,0,0,false
2010-02-06,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,612,424,186126287,2,0,0,0,0,27,0,117,0,0,0,0,0,false
2010-02-07,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1208,738,239937619,2,0,0,0,0,30,0,117,2,0,0,0,0,false
2010-02-08,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,607,421,184923307,1,0,0,0,0,28,0,114,1,0,0,0,0,false
2010-02-09,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,610,426,186129611,0,0,0,0,0,26,0,114,0,0,0,0,0,false
2010-02-10,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1094,696,231340489,1,0,0,0,0,30,0,114,0,0,0,0,0,false
2010-02-11,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,419,185179947,3,0,0,0,0,28,0,115,0,0,0,0,0,false
2010-02-12,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,599,418,183908421,6,0,0,0,0,29,0,116,3,0,0,0,0,false
2010-02-13,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1195,736,238160558,8,0,0,0,0,32,0,116,2,0,0,0,0,false
2010-02-14,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,616,427,187319076,0,0,0,0,0,30,0,116,0,0,0,0,0,false
2010-02-15,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,609,424,187150962,1,0,0,0,0,29,0,116,1,0,0,0,0,false
2010-02-16,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1093,690,230292690,1,0,0,0,0,29,0,117,1,0,0,0,0,false
2010-02-17,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,607,424,186418988,3,0,0,0,0,29,0,114,1,0,0,0,0,false
2010-02-18,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,607,420,186577720,6,0,0,0,0,31,0,112,2,0,0,0,0,false
2010-02-19,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1195,732,238902840,14,0,0,0,0,31,0,115,0,0,0,0,0,false
2010-02-20,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,610,424,186648023,6,0,0,0,0,27,0,115,1,0,0,0,0,false
2010-02-21,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,605,423,186487795,7,0,0,0,0,27,0,115,1,0,0,0,0,false
2010-02-22,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1110,703,232700126,3,0,0,0,0,25,0,116,1,0,0,0,0,false
2010-02-23,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,601,420,185584792,2,0,0,0,0,26,0,115,0,0,0,0,0,false
2010-02-24,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,604,420,185891559,2,0,0,0,0,27,0,116,0,0,0,0,0,false
2010-02-25,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1204,738,239857157,0,0,0,0,0,34,0,116,0,0,0,0,0,false
2010-02-26,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,597,416,185102291,0,0,0,0,0,27,0,112,0,0,0,0,0,false
2010-02-27,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,604,423,188341433,0,0,0,0,0,29,0,113,0,0,0,0,0,false
2010-02-28,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1109,700,233248909,0,0,0,0,0,31,0,115,0,0,0,0,0,false
2010-03-01,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,597,420,186211656,3,0,0,0,0,30,0,112,0,0,0,0,0,false
2010-03-02,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,422,186729385,1,0,0,0,0,30,0,111,0,0,0,0,0,false
2010-03-03,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1184,725,238061626,8,0,0,0,0,36,0,115,0,0,0,0,0,false
2010-03-04,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,419,185849249,4,0,0,0,0,29,0,112,0,0,0,0,0,false
2010-03-05,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,598,420,183951098,2,0,0,0,0,30,0,114,0,0,0,0,0,false
2010-03-06,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1120,704,233184134,1,1,1,294997,0,34,1,115,0,0,0,0,0,false
2010-03-07,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,602,422,184182340,10,0,0,0,0,31,0,115,5,0,0,0,0,false
2010-03-08,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,418,185372474,20,0,0,0,0,32,0,114,3,0,0,0,0,false
2010-03-09,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1194,726,237600735,56,0,0,0,0,45,0,116,3,0,0,0,0,false
2010-03-10,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,601,417,183770810,5,0,0,0,0,31,0,117,1,0,0,0,0,false
2010-03-11,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,606,422,184189617,2,0,0,0,0,32,0,115,0,0,0,0,0,false
2010-03-12,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1125,702,231877011,1,0,0,0,0,28,0,115,0,0,0,0,0,false
2010-03-13,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,605,420,184235344,1,0,0,0,0,30,0,113,0,0,0,0,0,false
2010-03-14,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,602,417,183395471,0,0,0,0,0,30,0,112,0,0,0,0,0,false
2010-03-15,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1193,725,237507772,0,0,0,0,0,31,0,115,0,0,0,0,0,false
2010-03-16,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,611,424,190894774,0,0,0,0,0,32,0,114,0,0,0,0,0,false
2010-03-17,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,607,422,186675947,1,0,0,0,0,33,0,115,1,0,0,0,0,false
2010-03-18,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1113,693,230927598,2,0,0,0,0,38,0,113,1,0,0,0,0,false
2010-03-19,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,611,426,187072689,1,0,0,0,0,34,0,111,1,0,0,0,0,false
2010-03-20,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,610,426,186658559,1,0,0,0,0,33,0,112,1,0,0,0,0,false
2010-03-21,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1197,727,239106789,2,0,0,0,0,35,0,114,1,0,0,0,0,false
2010-03-22,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,421,185876414,0,0,0,0,0,30,0,109,0,0,0,0,0,false
2010-03-23,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,600,422,186797136,0,0,0,0,0,31,0,112,0,0,0,0,0,false
2010-03-24,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1110,699,232484450,0,0,0,0,0,34,0,111,0,0,0,0,0,false
2010-03-25,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,602,422,186398651,0,0,0,0,0,29,0,110,0,0,0,0,0,false
2010-03-26,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,599,417,184048969,4,0,0,0,0,28,0,111,0,0,0,0,0,false
2010-03-27,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1200,732,239790268,0,0,0,0,0,34,0,114,0,0,0,0,0,false
2010-03-28,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,605,423,187039238,0,0,0,0,0,27,0,112,0,0,0,0,0,false
2010-03-29,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,597,418,184841606,0,0,0,0,0,30,0,110,0,0,0,0,0,false
2010-03-30,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1102,695,229832917,10,0,0,0,0,41,0,114,2,0,0,0,0,false
2010-03-31,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,593,420,186250514,1,0,0,0,0,28,0,113,0,0,0,0,0,false
2010-04-01,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,597,418,184371376,7,0,0,0,0,30,0,113,1,0,0,0,0,false
2010-04-02,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1197,737,239205306,3,0,0,0,0,34,0,115,1,0,0,0,0,false
2010-04-03,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,599,416,182934413,0,0,0,0,0,28,0,115,0,0,0,0,0,false
2010-04-04,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,598,415,183294598,0,0,0,0,0,28,0,115,0,0,0,0,0,false
2010-04-05,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1086,694,231010129,0,0,0,0,0,29,0,113,0,0,0,0,0,false
2010-04-06,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,590,414,187257263,1,0,0,0,0,29,0,112,1,0,0,0,0,false
2010-04-07,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,598,414,184601412,0,0,0,0,0,28,0,114,0,0,0,0,0,false
2010-04-08,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1186,729,239093135,2,0,0,0,0,32,0,116,1,0,0,0,0,false
2010-04-09,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,609,425,183851886,0,0,0,0,0,26,0,115,0,0,0,0,0,false
2010-04-10,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,614,427,185027135,0,0,0,0,0,28,0,115,0,0,0,0,0,false
2010-04-11,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1120,704,234241915,2,1,1,2586,0,34,0,116,0,0,0,0,0,false
2010-04-12,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,607,424,184863228,1,0,0,0,0,28,0,114,0,0,0,0,0,false
2010-04-13,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,603,420,182986921,1,0,0,0,0,32,0,115,1,0,0,0,0,false
2010-04-14,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1198,731,239728677,0,0,0,0,0,40,0,117,0,0,0,0,0,false
2010-04-15,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,608,424,183430374,2,2,2,2439241,0,30,0,116,1,1,1,1211358,0,false
2010-04-16,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,616,426,185292662,0,0,0,0,0,31,0,116,0,0,0,0,0,false
2010-04-17,2010,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1124,701,232442996,0,0,0,0,0,30,0,117,0,0,0,0,0,false
